cn_0,虽然通常没什么威力，但有很低的机率来一次杀死对方。
cn_889,"珍贵的魔法书籍，蕴含着强大的神魔之力，记录着高级魔法技能。 \n分类：6级魔法（普通）\n效果：凝聚火焰之力并在目标身上引爆，给对方造成巨大伤害。 \n学习要求：\n法师：24级\n精灵：48级"
cn_890,"皮制圆帽，顶上尖刺凸起，宛如独角。\n激活套装后：防御-3。\n\f=套装组件含：头盔、盔甲、盾牌、鞋"
cn_891,"珍稀的魔法手札，远古魔法师的毕生之著，记载着远古魔法师对法则的感悟与心得。 \n分类：2级魔法（职业）\n效果：用魔法创建出一道火焰墙壁，使触碰到火墙的敌人受到伤害。 \n学习要求：\n法师：32级"
cn_892,这件皮背心已经硬化，但也不失保护作用。
cn_893,记有伊丁大陆上怪物造型的神奇卷轴。
cn_894,"珍稀的魔法典籍，源自创世神蒂安的祝福，蕴含高等法则之力。 \n分类：4级魔法（职业）\n效果：以施法者所设定的传送书签为中心去查看画面内的状况。 \n学习要求：\n法师：40级"
cn_895,兽人卫兵配备的短剑。
cn_896,"珍贵的魔法书籍，蕴含着强大的神魔之力，记录着高级魔法技能。 \n分类：6级魔法（普通）\n效果：用火焰锻造出强壮体魄，提升目标5点力量，效果不能叠加。 \n学习要求：\n法师：24级\n精灵：48级"
cn_897,"神秘的晶石，刻有精灵古文，蕴含着神奇的魔法力量！ \n分类：5级魔法（职业）\n效果：使屏幕内的所有玩家及NPC都有一定机率无法使用魔法，持续16秒。成功率与自身智力和目标抗沉默属性有关。 \n学习要求：\n精灵：50级"
cn_898,这只是一把普通的酒店钥匙。
cn_899,瓶内装着绿色魔法药水，使用后可临时提高移动速度，持续一段时间。
cn_900,"神秘的晶石，刻有精灵古文，蕴含着神奇的魔法力量！ \n分类：4级魔法（职业）\n效果：能召唤出一只与自身属性相对应的属性精灵。 \n学习要求：\n精灵：40级"
cn_901,奇幻的水属性斗篷，背衣彷若海天碧水，波浪起伏，装备后魔力恢复增强，提升水属性防御。
cn_902,精心制作的银剑，对不死系伤害加成。
cn_903,采用奥钢制作而成的箭矢，伤害惊人。
cn_904,"神秘的晶石，刻有精灵古文，蕴含着神奇的魔法力量！ \n分类：1级魔法（职业）\n效果：加强施法者的10点的魔法防御力。 \n学习要求：\n精灵：10级"
cn_905,泛着淡绿光芒的匕首，对不死系伤害加成。
cn_906,笨重的短匕首。
cn_907,奇幻的魔法头盔，装备后拥有夜视能力。
cn_908,使用后增加1点敏捷属性点数。单个属性最多获得5点万能药加成，每个角色最多能使用15个万能药。\n此属性点数等效于装备的点数加成，不受属性重置影响。（包括回忆泉水、生命圣泉和轮回奥术。）
cn_909,瓶内装着高浓度的魔法药水，使用后可恢复大量体力。
cn_910,"珍稀的魔法典籍，源自创世神蒂安的祝福，蕴含高等法则之力。 \n分类：4级魔法（职业）\n效果：利用大地之力改变区域内的空间状态，使目标及其周围1个单位内的所有敌人都有一定机率降低速度。成功率与自身智力和目标魔法防御有关。 \n学习要求：\n法师：40级"
cn_911,蕴含神力的神秘卷轴，源自于堤拉神的信仰，可强化装备土属性。
cn_912,和弓的上弧较长，下弧稍短，满弦后，符合黄金分割的完美比例，被誉为伊丁大陆最美的弓型。
cn_913,富有韧性的蜘蛛丝，缠绕着丝丝邪恶气息。
cn_914,"珍贵的魔法书籍，蕴含着强大的神魔之力，记录着高级魔法技能。 \n分类：5级魔法（普通）\n效果：缠绕敌人，有一定的机率使目标中毒瘫痪，只能对玩家使用。施放该魔法，将会遭受正义审判，正义值减少10。成功率与自身智力和目标抗石化属性有关。 \n学习要求：\n法师：20级\n精灵：40级"
cn_915,环内刻有神秘符文的控制戒指，装备后能够指定书签内已记录的地点作为传送目的地。
cn_916,布伦丹出海游历时获得的神秘法杖。
cn_917,内斯特的恶作剧，他让法杖变了用途。
cn_918,"迷你的阔布斗篷。\n激活套装后：防御-1，体力+5。\n\f=套装组件含：头盔、斗篷、盾牌"
cn_919,薇薇安虽然被剥夺了神格，但她随身的长袍仍保留着强大的力量。
cn_920,"珍稀的魔法典籍，源自创世神蒂安的祝福，蕴含高等法则之力。 \n分类：4级魔法（职业）\n效果：将已死亡的对象复活，恢复目标所有体力值及死亡时所丢失的25%经验值。 \n学习要求：\n法师：40级"
cn_921,"神秘的晶石，刻有精灵古文，蕴含着神奇的魔法力量！ \n分类：4级魔法（职业）\n效果：有一定机率减少目标四分之三的魔法防御，当目标受到首次攻击魔法后则会恢复原有魔法防御。成功率与双方等级差有关。 \n学习要求：\n精灵：40级"
cn_922,珍稀金属材料。
cn_923,埃尔姆深爱着善良的精灵，它的树皮融合之后形成了这顶帽子。
cn_924,阿提拉已经迷失了本性，再厚的战甲也救赎不了他堕落的心灵。
cn_925,蕴藏着未知能量的神秘石块。
cn_926,奇异的符石项链，装备后力大无穷。
cn_927,特制的魔法耳环，精巧美观。
cn_928,宽厚的银盾，刻有诡异的蓝色符文，装备后有一定机率免疫石化状态。
cn_929,瓶内装着高浓度的魔法药水，使用后可临时提高移动速度，持续一段时间。
cn_930,斯科特的血液，珍稀的高等材料。
cn_931,"布伦丹游历了伊丁各地，这双鞋子帮了他不少忙。\n激活套装后：变身布伦丹，防御-4，体力恢复-7。\n\f=套装组件含：头盔、盔甲、手套、鞋"
cn_932,巨魔装备的腰带，挂头骨在腰口，十分恐怖，装备后获得较大的负重减免。
cn_933,精灵制作的秘银金属板，纹理清晰，十分美观。
cn_934,这条血之腰带已经残破不堪，蕴含的能量极不稳定。
cn_935,一踏信纸。
cn_936,瓶内装着红色魔法药水，使用后可恢复较少体力。
cn_937,记载着顶级铁匠对武器研究的珍贵卷轴，可对武器进行强化升级。
cn_938,矮小的侏儒们需要适合它们身材的武器，当拿不起重斧时，短剑是它们的第二选择。
cn_939,奇幻的风属性斗篷，背衣通透晶莹，掠风无痕，装备后魔力恢复增强，提升风属性防御。
cn_940,巴拉尔公开了魔法布料的成分，许多衣物都加入这种布料，棉质长袍就是最常典型的代表。
cn_941,巴拉尔锺爱的T恤，被可恶的盗贼掠去之后就不知所踪了。每强化1级，魔防+1。
cn_942,重实的钢铁护甲。
cn_943,"珍贵的魔法书籍，蕴含着强大的神魔之力，记录着高级魔法技能。 \n分类：6级魔法（普通）\n效果：利用大地之力将敌人撕裂，使目标受到严重伤害。 \n学习要求：\n法师：24级\n精灵：48级"
cn_944,奇幻的魔法头盔，装备后能够施展中级治愈术与高级治愈术。
cn_945,长柄战戟，三片铁叉分立。
cn_946,特制的魔力法杖，装备后能够吸取对方的魔力。
cn_947,"神秘的晶石，刻有精灵古文，蕴含着神奇的魔法力量！ \n分类：1级魔法（职业）\n效果：消耗自身8点体力值转换成为2点魔法值。 \n学习要求：\n精灵：10级"
cn_948,受到魔法庇佑的神奇手套，可增强力量。
cn_949,放牧人潘的头上的兽角，传闻是潘将羊群祭献给天神后获得的奖赏。
cn_950,灵巧短剑，深受精灵的喜爱，对不死系伤害加成。
cn_951,充满精灵族祝福的飞行羽翼，使用后可以传送到精灵族的世界树附近。
cn_952,"伊丁大陆上公开的魔法书籍，记录着初级魔法技能。 \n分类：1级魔法（普通）\n效果：射出由冰霜所形成的箭，对目标造成伤害。 \n学习要求：\n王族：10级\n法师：4级\n精灵：8级\n骑士：50级"
cn_953,晶状透明的珍稀矿物。
cn_954,"未知效果。"
cn_955,精致的地狱犬皮。
cn_956,闪烁着光芒的灵魂腰带，装备后体力恢复、魔力恢复增强。
cn_957,这条灵魂腰带已经残破不堪，蕴含的能量极不稳定。
cn_958,普通绿宝石。
cn_959,罕见的魔力斗篷，装备后魔力恢复增强。
cn_960,幽蓝深邃的佳品布料。
cn_961,"风晶石，源自月光女神的祝福，蕴含着轻灵的风属性力量！ \n分类：5级魔法（职业）\n效果：使施法者在持续时间内提高5点远程物攻。 \n学习要求：\n精灵：50级"
cn_962,一张记录精准位置的地形图纸。
cn_963,浓郁的血杀之气环绕在腰带四周，狂躁的兽性让血液沸腾起来。
cn_964,新手训练之用，装备后魔力恢复增强。
cn_965,破碎的精灵玉片。
cn_966,一小堆粉末，完全看不出原材料是什么。
cn_967,生物掉落的普通鳞片。
cn_968,灯或灯笼的燃料。
cn_969,"伊丁大陆上较为少见的魔法书籍，记录着中级魔法技能\n分类：3级魔法（普通）\n效果：为铠甲加持魔力，加强自身铠甲3点防御力，效果不能叠加。 \n学习要求：\n法师：12级\n精灵：24级"
cn_970,"神秘的晶石，刻有精灵古文，蕴含着神奇的魔法力量！ \n分类：2级魔法（职业）\n效果：提升施法者3点精神，效果不能叠加。 \n学习要求：\n精灵：20级"
cn_971,初步成型的长矛，可用来制作更强的武器，对不死系伤害加成。
cn_972,"英勇骑士的钢铁之躯——长靴。\n激活套装后：防御-3。\n\f=套装组件含：头盔、盔甲、手套、鞋、盾牌"
cn_973,瓶内装着白色魔法药水，使用后可恢复较多体力。
cn_974,巨型的坚固盾牌。
cn_975,"伊丁大陆上较为少见的魔法书籍，记录着中级魔法技能\n分类：3级魔法（普通）\n效果：以闪电之力对前方直线上的敌人造成伤害。 \n学习要求：\n法师：12级\n精灵：24级"
cn_976,"厚实盾牌，中央一个显眼的巨锤纹章。\n激活套装后：防御-1，体力+5。\n\f=套装组件含：头盔、斗篷、盾牌"
cn_977,残旧的木质护盾。
cn_978,精灵巧匠精心制作的木弓。
cn_979,"皇室秘典，承载着古往今来的王者之能！ \n分类：1级魔法（职业）\n效果：能传送到同公会的指定成员身边。 \n学习要求：\n王族：45级"
cn_980,"珍贵的魔法书籍，蕴含着强大的神魔之力，记录着高级魔法技能。 \n分类：5级魔法（普通）\n效果：施放由寒冰之气形成的尖锥，使目标受到伤害。 \n学习要求：\n法师：20级\n精灵：40级"
cn_981,"铁制盾牌，盾上刻有古老符文，似乎是某个兽人部族的标志。\n激活套装后：防御-3。\n\f=套装组件含：头盔、斗篷、盔甲、盾牌"
cn_982,柔软的皮制夹克。
cn_983,"伊丁大陆上公开的魔法书籍，记录着初级魔法技能。 \n分类：2级魔法（普通）\n效果：赋予武器魔法力量，增加目标武器的2点伤害值。 \n学习要求：\n王族：20级\n法师：8级\n精灵：16级"
cn_984,闪着银色光芒的珍贵钥匙。可以进入应许之岛地监二楼的巴风特所在的房间。
cn_985,"柔软的皮背心。\n激活套装后：防御-3。\n\f=套装组件含：头盔、盔甲、鞋、盾牌"
cn_986,"柔软的皮制圆帽。\n激活套装后：防御-3。\n\f=套装组件含：头盔、盔甲、鞋、盾牌"
cn_987,"使用后增加1点力量属性点数。单个属性最多获得5点万能药加成，每个角色最多能使用15个万能药。\n此属性点数等效于装备的点数加成，不受属性重置影响。（包括回忆泉水、生命圣泉和轮回奥术。）"
cn_988,"珍稀的魔法手札，远古魔法师的毕生之著，记载着远古魔法师对法则的感悟与心得。 \n分类：1级魔法（职业）\n效果：召唤出能帮助施法者的怪物，怪物的数量上限依施法者毅力而定，怪物种类依施法者等级而定。施法者有随从怪物时，或最后一只随从怪物消亡后15秒内，每次仅能召唤一只怪物，否则一次性召唤出当前上限数量的怪物（需要消耗对应数量的魔法宝石）。28级以下不可施法。 \n学习要求：\n法师：28级"
cn_989,"伊丁大陆上较为少见的魔法书籍，记录着中级魔法技能\n分类：4级魔法（普通）\n效果：利用土之力量形成巨大荆棘，在敌人脚底刺出并缠绕目标，使目标及其周围1个单位内的敌人受伤。 \n学习要求：\n法师：16级\n精灵：32级"
cn_990,柔软的皮制头盔。
cn_991,碧绿翡翠玉项链，装备后增加敏捷属性。
cn_992,"火晶石，源自月光女神的祝福，蕴含着躁动的火属性力量！ \n分类：6级魔法（职业）\n效果：在持续时间内物理攻击时，武器伤害打出较大值。\n学习要求：\n精灵：50级"
cn_993,黑骑士军团的专用佩剑，黑骑士军团是阿提拉暴政的执行者！
cn_994,"珍贵的魔法书籍，蕴含着强大的神魔之力，记录着高级魔法技能。 \n分类：6级魔法（普通）\n效果：释放诅咒，有一定机率使目标降低近战物理攻击伤害及近战命中、远程命中，成功率与自身智力和目标魔法防御有关。 \n学习要求：\n法师：24级\n精灵：48级"
cn_995,不知道什么蛋，反正不是坏蛋。
