tw_0,雖然通常沒什麼威力，但有很低的機率來一次殺死對方。
tw_698,"珍稀的魔法典籍，源自創世神蒂安的祝福，蘊含高等法則之力。 \n分類：Ⅳ階魔法（職業）\n效果：使施法者與目標的位置互換。 \n學習要求：\n法師：40等"
tw_699,新手訓練之用。
tw_700,"珍稀的魔法典籍，源自創世神蒂安的祝福，蘊含高等法則之力。 \n分類：Ⅲ階魔法（職業）\n效果：在施法者周圍引發火焰形成的風暴，對周圍非藍白敵人和怪物造成傷害。如果對玩家使用，需要打開pk開關。 \n學習要求：\n法師：36等"
tw_701,鐵製頭盔，內膽刻有吸收魔傷的防護魔法陣。每強化1等，魔防+1。
tw_702,"土晶石，源自月光女神的祝福，蘊含著厚實的土元素力量！ \n分類：Ⅳ階魔法（職業）\n效果：為自己及同隊伍成員加強7點防禦力。 \n學習要求：\n精靈：40等"
tw_703,未經過加工的鋼鐵晶石。
tw_704,"珍貴的魔法書籍，蘊含著強大的神魔之力，記錄著高級魔法技能。 \n分類：Ⅴ階魔法（普通）\n效果：召喚出暗黑之影籠罩敵人，有一定機率使目標致盲，持續時間32秒。施放該魔法，將會遭受正義審判，正義值減少10。成功率與自身智力和目標抗致盲屬性有關。 \n學習要求：\n法師：20等\n精靈：40等"
tw_705,"在對超過安定值的裝備使用後，該裝備獲得一個臨時的保護狀態，在保護狀態下強化失敗時，強化等級消失，裝備不會消失。 \n注意：此保護狀態在下一次強化時（無論成功或失敗）或者物品轉移時消失。"
tw_706,改良後的長弓，弓臂富有彈性。
tw_707,"土晶石，源自月光女神的祝福，蘊含著厚實的土元素力量！ \n分類：Ⅴ階魔法（職業）\n效果：持續時間內，被遠近物理攻擊時，有機率使攻擊者中緩速術，僅對自身施放。 \n學習要求：\n精靈：50等"
tw_708,碧若翠竹的卓越綠寶石。
tw_709,一本使用遠古文字書寫的神秘書籍。
tw_710,"布倫丹並不常戴軟帽，這樣會妨礙到他的視野。\n激活套裝後：變形布倫丹，防禦-4，體力恢復-7。\n\f=套裝組件含：頭盔、盔甲、手套、鞋"
tw_711,黑騎士軍團的專用武器，黑騎士軍團是阿提拉暴政的執行者！
tw_712,"皮製背心，護臂上的數根斜刺能有效的防止敵人近身。\n激活套裝後：防禦-3。\n\f=套裝組件含：頭盔、盔甲、盾牌、鞋"
tw_713,"珍稀的魔法手札，遠古魔法師的畢生之著，記載著遠古魔法師對法則的感悟與心得。 \n分類：Ⅰ階魔法（職業）\n效果：恢復同屏範圍內組隊隊員的體力值。 \n學習要求：\n法師：28等"
tw_714,即使是精靈族的鐵匠大師，遇上奧鋼這樣珍稀材料，也要先提煉鍛造成角塊，方便製作更強的武器。
tw_715,巨型斧刃，無堅不摧。
tw_716,小型護盾。
tw_717,"珍貴的魔法書籍，蘊含著強大的神魔之力，記錄著高級魔法技能。 \n分類：Ⅴ階魔法（普通）\n效果：召喚從天而降的閃電，對目標造成嚴重損害。 \n學習要求：\n法師：20等\n精靈：40等"
tw_718,這頂風之頭盔已經殘破不堪，蘊含的能量極不穩定，裝備後能夠施放加速魔法。
tw_719,"巫師非常注重帽子，他不想敵人看清他的面容。\n激活套裝後：魔力+50，土防+5。\n\f=套裝組件含：頭盔、斗篷"
tw_720,這條力量項錬已經殘破不堪，蘊含的能量極不穩定。
tw_721,上等紅寶石。
tw_722,傳說來自某國的一種刀劍，能夠對敵人造成厲害的傷害。
tw_723,貴金屬材料。
tw_724,奇幻的土系斗篷，背衣上繡有大地綠野，裝備後魔力恢復增強，提升土元素防禦。
tw_725,"加拉哈德死後的力量來自無盡黑暗，他的雙手已經沾滿了活人的鮮血。\n激活套裝後：變形死亡騎士，防禦-4，體力恢復-7。\n\f=套裝組件含：頭盔、盔甲、手套、鞋"
tw_726,"神秘的晶石，刻有精靈古文，蘊含著神奇的魔法力量！ \n分類：Ⅰ階魔法（職業）\n效果：在持續時間內，有一定機率反射魔法攻擊。 \n學習要求：\n精靈：50等"
tw_727,舒適的新手皮涼鞋。
tw_728,精靈巧匠覺得傳統的弓箭並不能擊穿獸人厚皮，製作了這種穿透力強的複合弩弓。
tw_729,獸人衛兵配備的長矛。
tw_730,瓶內裝著紫色魔法藥水，使用後獲得高級的二段所有速度加成效果，僅限騎士、王族使用。
tw_731,火龍的鱗片，散發著熾熱的火之力。
tw_732,"火晶石，源自月光女神的祝福，蘊含著躁動的火元素力量！ \n分類：Ⅴ階魔法（職業）\n效果：在持續時間內，有33%的機率提升1.5倍的近戰物理攻擊傷害。 \n學習要求：\n精靈：50等"
tw_733,"英勇騎士的鋼鐵之軀——鎧甲。\n激活套裝後：防禦-3。\n\f=套裝組件含：頭盔、盔甲、手套、鞋、盾牌"
tw_734,寫滿魔法符文的鑑定卷軸，可鑑定屬性。
tw_735,"伊丁大陸上公開的魔法書籍，記錄著初級魔法技能。 \n分類：Ⅱ階魔法（普通）\n效果：找出附近隱藏的怪物及玩家，使其顯形。如果對玩家使用，需要打開pk開關。 \n學習要求：\n王族：20等\n法師：8等\n精靈：16等\n暗夜精靈：30等"
tw_736,這條體質項錬已經殘破不堪，蘊含的能量極不穩定。
tw_737,"勇敢忠義，無愧吾王！ \n——紅騎士宣言。\n激活套裝後：防禦-2，魔防+10。\n\f=套裝組件含：頭盔、斗篷、盾牌"
tw_738,經過專業加工的黃金金屬板。
tw_739,"神秘的晶石，刻有精靈古文，蘊含著神奇的魔法力量！ \n分類：Ⅲ階魔法（職業）\n效果：向目標同時射出三支箭，使敵人受到傷害，必須裝備弓才能施放。敏捷≥25時可減免魔力，敏捷與智力取最大減免值作為減免計算，不可疊加減免。 \n學習要求：\n精靈：30等"
tw_740,這副手套所散發出來的魔法波動，和精靈有非常高的親和度。
tw_741,"珍稀的魔法典籍，源自創世神蒂安的祝福，蘊含高等法則之力。 \n分類：Ⅳ階魔法（職業）\n效果：瞬間移動施法者及其周圍4個單位內的目標到隨機位置，也可通過“傳送控制戒指”傳送到指定位置。 \n學習要求：\n法師：40等"
tw_742,"骷髏的骨骼早已經和生前穿戴的盔甲融合在一起。\n激活套裝後：防禦-2，體力+10。\n\f=套裝組件含：頭盔、盔甲、盾牌"
tw_743,奇幻的火系斗篷，背衣如赤焰燃燒之狀，裝備後魔力恢復增強，提升火元素防禦。
tw_744,形似彎月的刀刃。
tw_745,"伊丁大陸上較為少見的魔法書籍，記錄著中級魔法技能\n分類：Ⅳ階魔法（普通）\n效果：施放一個由魔法形成的保護屏障並圍繞在身邊，可以抵消一次魔法攻擊，持續16秒。 \n學習要求：\n法師：16等\n精靈：32等"
tw_746,"水晶石，源自月光女神的祝福，蘊含著祥和的水系力量！ \n分類：Ⅲ階魔法（職業）\n效果：在持續時間內，目標第一次受到治癒魔法時有2倍效果。 \n學習要求：\n精靈：30等"
tw_747,猩紅色的斗篷，艷紅飄逸，毅力無限。
tw_748,內環刻有奇怪魔法陣的腰帶。
tw_749,造型奇特的無鋒短刀，似乎是舉行某些儀式而用的木刀。
tw_750,潔白無暇的佳品布料。
tw_751,使用後增加1點智力屬性點數。\n洗禮前單個屬性最多獲得5點萬能藥加成，每個角色最多能使用15個萬能藥。\n洗禮後單個屬性最多獲得10點萬能藥加成，每個角色最多能使用30個萬能藥。\n此屬性點數等效於裝備的點數加成，不受屬性重置影響。（包括回憶泉水、生命聖泉和輪迴奧術。）
tw_752,"伊丁大陸上較為少見的魔法書籍，記錄著中級魔法技能\n分類：Ⅳ階魔法（普通）\n效果：吸取目標體力值，並加入到自身體力中。 \n學習要求：\n法師：16等\n精靈：32等"
tw_753,如刀似槍，砍殺四方。
tw_754,柔軟的皮帶背心。
tw_755,刻有傳送魔法陣的卷軸，可隨機傳送到其他地方。
tw_756,厚實的銅製鎧甲。
tw_757,"水晶石，源自月光女神的祝福，蘊含著祥和的水系力量！ \n分類：Ⅳ階魔法（職業）\n效果：利用水之力量保護目標，使目標提升5點遠程閃避。 \n學習要求：\n精靈：40等"
tw_758,棕色的長筒軟靴。
tw_759,"珍稀的魔法典籍，源自創世神蒂安的祝福，蘊含高等法則之力。 \n分類：Ⅲ階魔法（職業）\n效果：用魔法改變對方形態，有一定機率將目標變形一段時間。 \n學習要求：\n法師：36等"
tw_760,"見識過布倫丹手套的人，已經在伊丁大陸上消失了。\n激活套裝後：變形布倫丹，防禦-4，體力恢復-7。\n\f=套裝組件含：頭盔、盔甲、手套、鞋"
tw_761,五彩斑斕的魔法寶石。
tw_762,奇幻的風系頭盔，裝備後能夠施放加速魔法。
tw_763,"珍稀的魔法手札，遠古魔法師的畢生之著，記載著遠古魔法師對法則的感悟與心得。 \n分類：Ⅰ階魔法（職業）\n效果：加強自己、同隊伍及同公會成員的近戰物攻5點，但會減弱10點防禦力且會抵消加快體力值恢復速度的法術。 \n學習要求：\n法師：28等"
tw_764,"皇室秘典，承載著古往今來的王者之能！ \n分類：Ⅱ階魔法（職業）\n效果：自己和同隊伍的血盟成員提升3點魔法傷害和3點額外魔法傷害，效果會與衝擊士氣相互覆蓋。 \n學習要求：\n王族：40等"
tw_765,"皇室秘典，承載著古往今來的王者之能！ \n分類：Ⅱ階魔法（職業）\n效果：加強自己、同隊伍及同公會成員8點防禦，效果會與激勵士氣相互覆蓋。 \n學習要求：\n王族：55等"
tw_766,經過粗略加工的塊狀金屬。
tw_767,詩蔻蒂的魔法軟帽，裝備後魔力恢復增強。
tw_768,德雷克的心臟，高等材料。
tw_769,普通的箭矢。
tw_770,果肉鮮嫩、甜美可口，多吃幾個防衰老。
tw_771,蘊含神力的神秘卷軸，源自於瑪麗亞神的信仰，可解除裝備上的詛咒。
tw_772,"土晶石，源自月光女神的祝福，蘊含著厚實的土元素力量！ \n分類：Ⅲ階魔法（職業）\n效果：有一定機率使目標移動速度降低25%。 \n學習要求：\n精靈：30等"
tw_773,"手中之劍，不凌弱小，所經之戰，不畏強敵！ \n——紅騎士宣言。"
tw_774,這條精神腰帶已經殘破不堪，蘊含的能量極不穩定。
tw_775,條款標註清晰的船票。
tw_776,柔軟的皮製長靴。
tw_777,"珍稀的魔法典籍，源自創世神蒂安的祝福，蘊含高等法則之力。 \n分類：Ⅲ階魔法（職業）\n效果：召喚出閃電及狂風，對目標及其周圍1個單位內的敵人造成傷害。 \n學習要求：\n法師：36等"
tw_778,記載著防具研究心得的珍貴卷軸，可對防具進行強化升等。\n強化等級為6以上，與普通強化捲軸一樣效果。
tw_779,普通藍寶石。
tw_780,這條智力項錬已經殘破不堪，蘊含的能量極不穩定。
tw_781,"風晶石，源自月光女神的祝福，蘊含著輕靈的風系力量！ \n分類：Ⅴ階魔法（職業）\n效果：有一定機率使目標在持續時間內完全喪失遠程閃避。成功率與雙方等級差有關。 \n學習要求：\n精靈：50等"
tw_782,精心鑄造的銀質箭矢。
tw_783,刻錄著古老文字的皮帶，散發著一股難以抗拒的靈魂之力。
tw_784,"柔軟的皮製涼鞋。\n激活套裝後：防禦-3。\n\f=套裝組件含：頭盔、盔甲、鞋、盾牌"
tw_785,"風晶石，源自月光女神的祝福，蘊含著輕靈的風系力量！ \n分類：Ⅵ階魔法（職業）\n效果：在沒有障礙物阻擋的前提下，可以立即移動到指定點。 \n學習要求：\n精靈：50等"
tw_786,"伊丁大陸上公開的魔法書籍，記錄著初級魔法技能。 \n分類：Ⅰ階魔法（普通）\n效果：將魔法籠罩全身形成保護層，加強自身2點防禦力，效果不能疊加。 \n學習要求：\n王族：10等\n法師：4等\n精靈：8等\n騎士：30等\n暗夜精靈：15等"
tw_787,經過專業加工的秘銀金屬板。
tw_788,舒適的新手T恤。
tw_789,蘊含神力的神秘卷軸，源自於伏特神的信仰，可強化裝備水元素。
tw_790,內斯特年輕時的作品，細膩的鑄造手藝讓這把彎刀更具有殺傷力。
tw_791,由小麥加工磨成的粉末。
tw_792,精靈鐵匠大師的十三件傑作之首，據說此弓耗費大師十年時間才得以鑄成，梵迪神感嘆大師高超的鍛造技術，親自為此弓祝福，裝備後可在無箭時射出魔法箭。
tw_793,"珍稀的魔法典籍，源自創世神蒂安的祝福，蘊含高等法則之力。 \n分類：Ⅲ階魔法（職業）\n效果：為目標創造出一個強大的魔法保護屏障，使目標在持續時間內受到的傷害減半（僅可對同盟成員及自己施放）。 \n學習要求：\n法師：68等"
tw_794,伊丁大陸上常見的騎士頭盔。
tw_795,尖刺長戟，刺入三分，血流不止。
tw_796,人類栽培較古老的農作物，吃完還能惡作劇。
tw_797,記載著武器研究心得的珍貴卷軸，可對武器進行強化升等
tw_798,"馬洛斯是加拉哈德的最後戰場，他的鮮血流入戰甲之中，他的靈魂墜入黑暗深淵，帶著毀滅和恐懼重生。\n激活套裝後：變形死亡騎士，防禦-4，體力恢復-7。\n\f=套裝組件含：頭盔、盔甲、手套、鞋"
tw_799,"當魔物重現伊丁之時，身穿亮銀盔甲的英雄將會現身，守護伊丁大陸！ \n——銀騎士傳說"
tw_800,斯韋丹的魔法軟帽。
tw_801,經過專業加工的白金金屬板。
tw_802,索羅納的魔法軟帽，裝備後魔力恢復增強。
tw_803,經過精靈祝福的魔抗短劍。
tw_804,新鮮的食人魔血液。
tw_805,"油布斗篷，領部扣有野獸長骨，能抵擋攻擊。\n激活套裝後：防禦-3。\n\f=套裝組件含：頭盔、斗篷、盔甲、盾牌"
tw_806,"伊丁大陸上較為少見的魔法書籍，記錄著中級魔法技能\n分類：Ⅳ階魔法（普通）\n效果：投射炙熱的火球灼燒敵人，使目標及其周圍1個單位內的敵人受傷。 \n學習要求：\n法師：16等\n精靈：32等"
tw_807,恩多的魔法軟帽。
tw_808,普通的雙手劍，十分容易上手。
tw_809,"神秘的晶石，刻有精靈古文，蘊含著神奇的魔法力量！ \n分類：Ⅴ階魔法（職業）\n效果：能召喚出一隻與自身屬性相對應的強力屬性精靈。 \n學習要求：\n精靈：50等"
tw_810,亞瑟王為了順利接管天堂，命人打造世間上最強武器，可惜這把武器並不能給他帶來權力，亞瑟王最終被創世神封印在巴別塔內，末日之刃也隨之銷聲匿跡。
tw_811,充滿生命活力的樹枝，可解除毒性並恢復血量。
tw_812,奇幻的魔法頭盔，裝備後能夠施展通暢氣脈術與加速術。
tw_813,"珍貴的魔法書籍，蘊含著強大的神魔之力，記錄著高級魔法技能。 \n分類：Ⅵ階魔法（普通）\n效果：以風之力吹散敵人的魔法，有一定機率清除目標身上所有魔法增益狀態和魔法負面狀態[變形、PK懲罰、光圈等特殊狀態不可被清除]。成功率與自身智力和目標魔法防禦有關。 \n學習要求：\n法師：24等\n精靈：48等"
tw_814,冰冷堅硬的石塊。
tw_815,刻有傳送魔法陣的卷軸，可將同陣營玩家集體傳送至附近城鎮。
tw_816,瓶內裝著黃色魔法藥水，使用後可令集中力提高，增加魔法攻擊力。
