en_0,"0"
en_43010,"Totem (Quest)"
en_43011,"Ancient Totem (Quest)"
en_43012,"Orichalcum Steel"
en_43013,"Cloth of Water Returner's"
en_43014,"Cloth of Wind Returner's"
en_43015,"Cloth of Earth Returner's"
en_43016,"Crimson Cloth"
en_43017,"Giant Scorpion Venom"
en_43018,"Mana Stone"
en_43019,"Dragon Scale"
en_43020,"Badge of Knight"
en_43021,"Cursed Sword of Bran"
en_43022,"Yumi Branch"
en_43023,"Cursed Staff of Baphomet"
en_43024,"Broken Giant's Club"
en_43025,"Earrings of Protection Voucher 1 (Time Limited)"
en_43026,"Earrings of Protection Voucher 2 (Time Limited)"
en_43027,"Earrings of Protection Voucher 3 (Time Limited)"
en_43029,"Free Accommodation Coupon"
en_43030,"Friendship Points"
en_43031,"Fire Source Crystal Lv.1"
en_43032,"Fire Source Crystal Lv.2"
en_43033,"Fire Source Crystal Lv.3"
en_43034,"Fire Source Crystal Lv.4"
en_43035,"Fire Source Crystal Lv.5"
en_43036,"Water Source Crystal Lv.1"
en_43037,"Water Source Crystal Lv.2"
en_43038,"Water Source Crystal Lv.3"
en_43039,"Water Source Crystal Lv.4"
en_43040,"Water Source Crystal Lv.5"
en_43041,"Wind Source Crystal Lv.1"
en_43042,"Wind Source Crystal Lv.2"
en_43043,"Wind Source Crystal Lv.3"
en_43044,"Wind Source Crystal Lv.4"
en_43045,"Wind Source Crystal Lv.5"
en_43046,"Earth Source Crystal Lv.1"
en_43047,"Earth Source Crystal Lv.2"
en_43048,"Earth Source Crystal Lv.3"
en_43049,"Earth Source Crystal Lv.4"
en_43050,"Earth Source Crystal Lv.5"
en_43051,"Fire Ore"
en_43052,"Water Ore"
en_43053,"Wind Ore"
en_43054,"Earth Ore"
en_43055,"Upton Manufacture Certificate"
en_43056,"Broken Shadow Knight Machete"
en_43057,"Galahad Relic"
en_43058,"Scale of Uni Dragon"
en_43059,"Dark Color Cloth"
en_43060,"武卷礼盒（10张）"
en_43061,"防卷礼盒（10张）"
en_43062,"饰卷礼盒（10张）"
en_43063,"Scale of Terra Dragon"
en_43064,"Scale of Sea Lion"
en_43065,"武卷礼盒（5张）"
en_43066,"防卷礼盒（5张）"
en_43067,"饰卷礼盒（5张）"
en_43068,"装保卷礼盒（金币）"
en_43069,"装保卷礼盒（英雄纹章）"
en_43070,"祝福武卷礼盒（金币）"
en_43071,"祝福武卷礼盒（英雄纹章）"
en_43072,"祝福防卷礼盒（金币）"
en_43073,"祝福防卷礼盒（英雄纹章）"
en_43074,"Sweep"
en_44000,"Dagger"
en_44001,"Trainee's Long Sword"
en_44002,"Silver Long Sword"
en_44003,"Knight's Sword"
en_44004,"Elven Rapier"
en_44005,"Claymore"
en_44006,"Knight Champion's Sword"
en_44007,"Excalibur (Replica)"
en_44008,"Sword of Attila's Commander"
en_44009,"Dragon Scale Sword"
en_44010,"Bow"
en_44011,"Trainee's Bow"
en_44012,"Elven Bow of Dexterity"
en_44013,"Elven Long Bow"
en_44014,"Bow of Deadwood"
en_44015,"Yumi"
en_44016,"Venti Bow"
en_44017,"Staff"
en_44018,"Trainee's Staff"
en_44019,"Staff of Mana"
en_44020,"Silver Staff of Mana"
en_44021,"Golden Staff"
en_44022,"NULL"
en_44023,"Eva Wand"
en_44024,"The Curse of Baphomet"
en_44025,"Royal Dagger"
en_44026,"Trainee's Morning Star"
en_44027,"War Hammer"
en_44028,"Giant's Club"
en_44029,"Tungsten Steel Axe"
en_44030,"Fauchard"
en_44031,"Orcish Spear"
en_44032,"Elven Dagger"
en_44033,"Elven Mithril Dagger"
en_44034,"Short Sword"
en_44035,"Trainee's Dual Blades"
en_44036,"Orcish Blades"
en_44037,"Bloody Crescents"
en_44038,"God-Eaters (Temporary)"
en_44039,"God-Eaters"
en_44040,"Claw"
en_44041,"Iron Claw"
en_44042,"Claw of Abyss"
en_44043,"Trainee's Gauntlet"
en_44044,"Iron Gauntlet"
en_44045,"Golden Gauntlet"
en_44046,"Abyss Gauntlet (Time limited)"
en_44047,"Abyss Gauntlet"
en_44048,"NULL"
en_44049,"Gauntlet"
en_45000,"Old Leather Vest"
en_45001,"Trainee's Leather Armor"
en_45002,"Trainee's Cape"
en_45003,"Trainee's Plate Armor"
en_45004,"Bone Armor"
en_45005,"King Arthur's Armor (Replica)"
en_45006,"Iron Plate Mail"
en_45007,"Knight Champion's Armor"
en_45008,"Death Knight Armor"
en_45009,"Elven Mithril Chain Mail"
en_45010,"Elven Mithril War Armor"
en_45011,"Robe of Sauroner"
en_45012,"Trainee's Spike Leather Armor"
en_45013,"Rogue's Spike Armor"
en_45014,"Dragonscale Mail"
en_45015,"蓝海贼皮盔甲"
en_45500,"Old Leather Cap"
en_45501,"Trainee's Leather Cap"
en_45502,"Bone Helmet"
en_45503,"Helm of Constitution"
en_45504,"Iron Visor"
en_45505,"Knight Champion's Helmet"
en_45506,"Death Knight Helmet"
en_45507,"Helm of Dexterity"
en_45508,"Elven Helmet of Elder"
en_45509,"Elven Helmet of Ranger"
en_45510,"Hood of Svipdag"
en_45511,"Hood of Endor"
en_45512,"Broken Helm of Magic: Healing"
en_45513,"Helm of Magic: Healing"
en_45514,"Broken Helm of Magic: Power"
en_45515,"Helm of Magic: Power"
en_45516,"Hood of Wizardary"
en_45517,"Rogue's Scarf"
en_45518,"蓝海贼头巾"
en_46000,"Old Mantle"
en_46001,"Trainee's Cloak"
en_46002,"Red Cloak of Kings"
en_46003,"Cloak of The Resistance"
en_46004,"Cloak of Mana"
en_46005,"Cloak of Protection"
en_46006,"Traveller's Cloak"
en_46007,"Knight Champion's Cloak"
en_46008,"Cloak of Ranger"
en_46009,"Cloak of Sage"
en_46010,"Trainee's Mantle"
en_46011,"Fine Mithril Cloak"
en_46012,"Trainee's Cloak of Stealth"
en_46013,"Rogue's Stealth Mantle"
en_46014,"Cloak of Flames"
en_46500,"Old Shirt"
en_46501,"Trainee's Shirt"
en_46502,"Shirt of Magic Resistance"
en_46503,"Shirt of Stealth"
en_46504,"Elven Mithril Shirt"
en_47000,"Old Gloves"
en_47001,"Trainee's Leather Gloves"
en_47002,"Fine-crafted Leather Gloves"
en_47003,"Iron Gloves"
en_47004,"Gloves of Dexterity"
en_47005,"Elven Gloves of Ranger"
en_47006,"Knight Champion's Armguards"
en_47007,"Gloves of the Fearless Knight"
en_47008,"Gloves of Wizardary"
en_47009,"Rogue's Armguards"
en_47010,"Gloves of the Wind Spirit"
en_47011,"蓝海贼手套"
en_47500,"Old Leather Boots"
en_47501,"Trainee's Leather Boots"
en_47502,"Boots of Protection"
en_47503,"Boots of Avoidance"
en_47504,"Iron Boots"
en_47505,"Knight Champion's Gaiters"
en_47506,"Elven Gaiters of Ranger"
en_47507,"Long Boots of Wizardary"
en_47508,"Rogue's Gaiters"
en_47509,"Long Boots of Deep Sea"
en_47510,"蓝海贼长靴"
en_48000,"Trainee's Round Shield"
en_48001,"Trainee's Tower Shield"
en_48002,"Bone Shield"
en_48003,"Shield of The Resistance"
en_48004,"Iron Shield"
en_48005,"Shield of Magic Reflection"
en_48006,"Knight Champion's Tower Shield"
en_48007,"Shield of Power"
en_48501,"Lv.1 Amulet of Heroism"
en_48502,"Lv.2 Amulet of Heroism"
en_48503,"Lv.3 Amulet of Heroism"
en_48504,"Lv.4 Power Amulet of Heroism"
en_48505,"Lv.4 Mana Amulet of Heroism"
en_48506,"Lv.4 Nimble Amulet of Heroism"
en_48507,"Lv.5 Power Amulet of Heroism"
en_48508,"Lv.5 Mana Amulet of Heroism"
en_48509,"Lv.5 Nimble Amulet of Heroism"
en_48510,"Lv.6 Power Amulet of Heroism"
en_48511,"Lv.6 Mana Amulet of Heroism"
en_48512,"Lv.6 Nimble Amulet of Heroism"
en_48513,"Eye of Basilisk"
en_48514,"Lv.4 Charming Amulet of Heroism"
en_48515,"Lv.4 Stealth Amulet of Heroism"
en_48516,"Lv.5 Charming Amulet of Heroism"
en_48517,"Lv.5 Stealth Amulet of Heroism"
en_48518,"Lv.6 Charming Amulet of Heroism"
en_48519,"Lv.6 Stealth Amulet of Heroism"
en_48520,"Lv.7 Power Amulet of Heroism"
en_48521,"Lv.7 Mana Amulet of Heroism"
en_48522,"Lv.7 Nimble Amulet of Heroism"
en_48523,"Lv.7 Charming Amulet of Heroism"
en_48524,"Lv.7 Stealth Amulet of Heroism"
en_48600,"封测纪念强者腰带[限定]"
en_48601,"Ogre Belt"
en_48602,"Belt of Ranger"
en_48603,"Belt of Striker"
en_48604,"Orichalcum Belt"
en_48700,"封测纪念强者戒指[限定]"
en_48701,"Ring of Teleportation"
en_48702,"Ring of Protector"
en_48703,"Ring of Rememberance"
en_48704,"Magic Ring of Mana"
en_48705,"Lv.1 Ring of Heroism"
en_48706,"Lv.2 Ring of Heroism"
en_48707,"Lv.3 Ring of Heroism"
en_48708,"Lv.4 Power Ring of Heroism"
en_48709,"Lv.4 Mana Ring of Heroism"
en_48710,"Lv.4 Nimble Ring of Heroism"
en_48711,"Lv.4 Charming Ring of Heroism"
en_48800,"Earrings of Rememberance [Limit]"
en_48801,"Star Dust Earrings"
en_48802,"Moon Shine Earrings"
en_48803,"Sun Flame Earrings"
en_48804,"Magic Earrings of Mana"
en_48805,"Trainee's Earrings (Temporary)"
en_48806,"Earrings of Protection"
en_48807,"Golden Earrings"
en_48808,"Holy Earrings (Snow Fes Limited)"
en_49001,"Trainee's Dexterity Set"
en_49002,"Trainee's Protect Set"
en_49003,"Bone Set"
en_49004,"Trainee's Magic Set"
en_49005,"Iron Set"
en_49006,"Elven Ranger Set"
en_49007,"King Arthur's Descent"
en_49008,"Knight Champion's Set"
en_49009,"Wizard's Set"
en_49010,"Elemental Set"
en_49011,"Snow Fes Limited set Lv.4"
en_49012,"Snow Fes Limited set Lv.7"
en_49013,"蓝海贼套装"
en_49014,"力·英雄指环Lv.5"
en_49015,"魔·英雄指环Lv.5"
en_49016,"敏·英雄指环Lv.5"
en_49017,"毅·英雄指环Lv.5"
en_50000,"Ruby"
en_50001,"Sapphire"
en_50002,"Emerald"
en_50003,"Murloc Soul Crystal (Quest)"
en_50004,"Wand of Orc Ritualist (Quest)"
en_50005,"Deadly Lotus Petal (Quest)"
en_50006,"Deadly Lotus Seed (Quest)"
en_50007,"Power Crystal of Drake (Quest)"
en_50008,"Deadly Lotus Branch (Quest)"
en_50999,"NULL"
en_51000,"Undead Soul Stone (Quest)"
en_51001,"Carrion (Quest)"
en_51002,"Heart of Ogre (Quest)"
en_51003,"Skeleton Bone (Quest)"
en_51004,"Bone Fragments"
en_51005,"Essence of Bone Meal"
en_51006,"Soul Crystal"
en_51007,"Greater Antidote"
en_51999,"Null"
en_52000,"Evil Soul Stone (Quest)"
en_52001,"Torn Leather (Quest)"
en_52002,"Heart of Ogre (Quest)"
en_52003,"Weakened Evil Soul Crystal (Quest)"
en_52004,"Animal Bone"
en_52005,"Bone Powder"
en_52006,"Evil Crystal (Quest)"
en_52007,"Greater Antidote"
en_52008,"Devil Contract"
en_52009,"守护证明"
en_54999,"Null"
en_55000,"亡灵剑士"
en_55001,"亡灵斧手"
en_55002,"亡灵弓箭手"
en_55003,"亡灵长矛手"
en_55004,"亡灵法师"
en_55005,"弱化骷髅剑士"
en_55006,"弱化骷髅斧手"
en_55007,"弱化骷髅长矛手"
en_55008,"弱化骷髅弓箭手"
en_55009,"弱化骷髅法师"
en_55010,"骷髅剑士"
en_55011,"骷髅斧手"
en_55012,"骷髅长矛手"
en_55013,"骷髅弓箭手"
en_55014,"骷髅法师"
en_55015,"不死剑士"
en_55016,"不死战士"
en_55017,"不死守卫"
en_55018,"不死射手"
en_55019,"不死巫师"
en_55020,"远古将军"
en_55021,"远古斧手"
en_55022,"远古长矛手"
en_55023,"远古弓箭手"
en_55024,"远古法师"
en_55025,"受诅咒的剑士"
en_55026,"受诅咒的长矛手"
en_55027,"受诅咒的弓箭手"
en_55028,"人形僵尸"
en_55029,"食人魔"
en_55030,"嗜血食人魔"
en_55031,"食尸鬼"
en_55032,"食腐魔"
en_55033,"食腐魔之王"
en_55034,"被召唤的亡者"
en_55035,"无法安息的村民"
en_55036,"受诅咒的食尸鬼"
en_55037,"狂暴食人魔"
en_55038,"黑暗骷髅剑士"
en_55039,"黑暗骷髅射手"
en_55040,"黑暗骷髅法师"
en_55041,"黑暗骷髅将军"
en_55042,"狂暴食人魔长老"
en_55043,"兽人僵尸"
en_55044,"黑暗骷髅信徒"
en_55045,"深渊骷髅剑士"
en_55046,"深渊骷髅弓箭手"
en_55047,"深渊骷髅法师"
en_55499,"Null"
en_55500,"Carrion (Quest)"
en_55999,"Null"
en_56000,"Fallen Swordsman"
en_56001,"Fallen Axeman"
en_56002,"Fallen Bowman"
en_56003,"Fallen Spearman"
en_56004,"Fallen Mage"
en_56005,"Weakened Skeleton Swordsman"
en_56006,"Weakened Skeleton Axeman"
en_56007,"Weakened Skeleton Spearman"
en_56008,"Weakened Skeleton Bowman"
en_56009,"Weakened Skeleton Mage"
en_56010,"Skeleton Swordsman"
en_56011,"Skeleton Axeman"
en_56012,"Skeleton Spearman"
en_56013,"Skeleton Bowman"
en_56014,"Skeleton Mage"
en_56015,"Undead Swordsman"
en_56016,"Undead Fighter"
en_56017,"Undead Guard"
en_56018,"Undead Bowman"
en_56019,"Undead Mage"
en_56020,"Ancient General"
en_56021,"Ancient Axeman"
en_56022,"Ancient Spearman"
en_56023,"Ancient Bowman"
en_56024,"Ancient Mage"
en_56025,"Cursed Swordsman"
en_56026,"Cursed Spearman"
en_56027,"Cursed Bowman"
en_56028,"Zombie"
en_56029,"Ogre"
en_56030,"Bloodthirst Ogre"
en_56031,"Ghoul"
en_56032,"Ghast"
en_56033,"Ghast Lord"
en_56034,"Weakened Ghoul"
en_56035,"Deceased Villager"
en_56036,"Cursed Ghoul"
en_56037,"Berserker Ogre"
en_56038,"Dark Skeleton Swordsman"
en_56039,"Dark Skeleton Archer"
en_56040,"Dark Skeleton Mage"
en_56041,"Dark Skeleton General"
en_56042,"Berserker Ogre Elder"
en_56043,"Orc Zombie"
en_56044,"Dark Skeleton Apostle"
en_56045,"Abyss Skeleton Swordsman"
en_56046,"Abyss Skeleton Archer"
en_56047,"Abyss Skeleton Mage"
en_56048,"Dartford Tour Guide"
en_56049,"Event Death Knight"
en_56050,"Event Baphomet"
en_56051,"Event Deathsting"
en_56052,"Event Drake"
en_56053,"NULL"
en_56054,"Dragonkin Heroine"
en_56055,"Giant Dwarf Guard"
en_56056,"Minotaur"
en_56057,"暗黑弓箭手"
en_56058,"Joanna [Xp Growing]"
en_56059,"Isabella [Element Ore]"
en_56060,"Advance Class Trainer"
en_56061,"Death Knight Classic"
en_56062,"Illusion of Death Knight Classic"
en_56063,"Messenger of Death Knight"
en_56064,"Frost Hunter"
en_56065,"Illusion of Frost Hunter"
en_56066,"Messenger of Frost Hunter"
en_56067,"Dark Sage"
en_56068,"Illusion of Dark Sage"
en_56069,"Messenger of Dark Sage"
en_56070,"Demonic Aribter"
en_56071,"Illusion of Demonic Aribter"
en_56072,"Messenger of Demonic Aribter"
en_56073,"Succubus Queen Classic"
en_56074,"Illusion of Succubus Queen Classic"
en_56075,"Messenger of Succubus Queen Classic"
en_57001,"Spirit"
en_57002,"Snowman"
en_57003,"Puffy"
en_57004,"Pegagon"
en_57005,"Nion"
en_57006,"Clouski"
en_57007,"Snowman(Special)"
en_57008,"Pigsy"
en_57009,"Sorceress"
en_57010,"Golem"
en_57011,"Feury"
en_57012,"Windy"
en_57013,"Thory"
en_57014,"Sorceress(Special)"
en_57015,"Reaper"
en_57016,"Snow Queen"
en_57017,"Cyclops"
en_57018,"Minotaur"
en_57019,"Gargoyle"
en_57020,"Skull Lord"
en_57021,"Snow Queen(Special)"
en_57022,"冰女王娃娃"
en_57023,"牛头人娃娃"
en_57024,"小魔怪娃娃"
en_57025,"NULL"
en_57026,"NULL"
en_57027,"地底熔岩戈伦"
en_57028,"侏儒矿工"
en_57029,"Allison (Novice Assistant)"
en_57030,"Noticeboard"
en_57031,"死亡之镰[转生]"
en_57032,"地底小恶魔"
en_57033,"劳华小恶魔"
en_57034,"黑暗祭司·托斯塔纳"
en_57035,"蛇妖女王·美杜莎"
en_57036,"熔岩裁决者"
en_57037,"万圣捣乱使者"
en_57038,"地底熔岩戈伦"
en_57039,"侏儒矿工"
en_57040,"告示牌"
en_60001,"Silver Arrow"
en_60002,"Mithril Arrow"
en_60003,"Dark Mithril Arrow"
en_60004,"Orichalcum Arrow"
en_60006,"Tear of Luna (Premium Exclusive)"
en_60007,"Greater Hasting Potion (Premium Exclusive)"
en_60008,"Lesser Healing Potion (Premium Exclusive)"
en_60009,"Healing Potion (Premium Exclusive)"
en_60010,"Condensed Greater Healing Potion"
en_60011,"Dragon Scale Arrow"
en_60012,"110% EXP Cube [Binded]"
en_60013,"120% EXP Cube"
en_60014,"150% EXP Cube [Binded/Limted Time]"
en_60015,"150% EXP Cube [Binded/Limted Time]"
en_60021,"Hide Valley Treasure Box"
en_60022,"力敏智万能药礼盒"
en_60023,"力智毅万能药礼盒"
en_60024,"敏智毅万能药礼盒"
en_60025,"四合一万能药礼盒"
en_60026,"力量万能药礼盒"
en_60027,"敏捷万能药礼盒"
en_60028,"智力万能药礼盒"
en_60029,"毅力万能药礼盒"
en_60031,"150% EXP Cube"
en_60032,"1000% EXP Cube"
en_60033,"Heroic Potion"
en_60034,"Ring of Heroism Package"
en_60035,"Broken Amulet of Heroism"
en_60036,"Accurate Cookies"
en_60037,"110% EXP Cube"
en_60038,"150% EXP Cube"
en_60039,"200% EXP Cube"
en_60040,"300% EXP Cube"
en_60041,"Golden Arrow"
en_60042,"Advanced Heroic Potion"
en_60043,"Ring of Heroism Residue"
en_60044,"Elemental Treasure Box"
en_60045,"Special Metarial Treasure Box"
en_60046,"Blind Recovery Potion"
en_60047,"Brave Fruit"
en_60048,"Brave Fruit [Binded]"
en_60049,"Kunai"
en_60050,"Orichalcum Throwing Knife"
en_60051,"Shuriken"
en_60052,"Kunai"
en_60053,"Einhasad Guard Tower"
en_60054,"Gran Kain Guard Tower"
en_60055,"Gawain"
en_60056,"Seabed Explorer"
en_60057,"Letter of Merlin"
en_60058,"Lizard Meat"
en_60059,"Recommendation of Faith"
en_60060,"Snake Venom Crystal"
en_60061,"Beholder Serum"
en_60062,"Doppelganger Core"
en_60063,"Specific Antidote"
en_60064,"Mirror Crystal"
en_60065,"Ancient Guardian Statue"
en_60066,"Murloc Squama"
en_60067,"Eva Guardian Medal"
en_60068,"Tear of Merfolk"
en_60069,"Seryilin Fat"
en_60070,"Seabed Ore"
en_60071,"Trial Map"
en_60072,"Support Material"
en_60073,"Support Certificate"
en_60074,"Antidote Material"
en_60075,"Sword Furnace Material"
en_60076,"Support Permit"
en_60077,"Eva Guardian Clerk"
en_60078,"200% EXP Cube Box [Binded/Time limited]"
en_60079,"200% EXP Cube Box"
en_60080,"Scroll of Enchant Weapon (Blessed) [Binded/Time limited]"
en_60081,"Lamorak"
en_60082,"New Character Pack"
en_60083,"Early Investment Pack (Lv.20)"
en_60084,"Early Investment Pack (Lv.30)"
en_60085,"Early Investment Pack (Lv.40)"
en_60086,"Early Investment Pack (Lv.50)"
en_60087,"Early Investment Pack (Lv.52)"
en_60088,"Box of Random EXP Cubes"
en_60089,"Training Auxiliary Package"
en_60090,"Trainee's Ring"
en_60091,"Premium Badge"
en_60092,"Teon Memorial Belt"
en_60093,"Loyalty Package 1-50"
en_60094,"Loyalty Package 51-55"
en_60095,"Loyalty Package 56-60"
en_60096,"Loyalty Package 61-65"
en_60097,"Loyalty Package 66-70"
en_60098,"Vanguard Armor"
en_60099,"Vanguard Helmet"
en_60100,"Vanguard T-shirt"
en_60101,"Vanguard Cloak"
en_60102,"Vanguard Gloves"
en_60103,"Vanguard Boots"
en_60104,"Vanguard Package"
en_60105,"Elder's Note Bag"
en_60106,"Elder's Advanced Note Bag"
en_60107,"Elder's Note"
en_60108,"Elder's Advanced Note"
en_60109,"Stamina Spring"
en_60110,"Promote Potion"
en_60111,"Common Minion Ball"
en_60112,"Rare Minion Ball"
en_60113,"Epic Minion Ball"
en_60114,"Heroic Minion Ball"
en_60115,"五阶魔力球"
en_60116,"瑕疵的魔力球"
en_60117,"魔力球兑换券"
en_60118,"Condensed Greater Healing Potion (Package)"
en_60119,"Special Advanced Scroll of Polymorph (Package)"
en_60120,"Conch (Package)"
en_60121,"Reincarnation Arcane (Package)"
en_60122,"Life Spring"
en_60123,"Melee Trainee Package"
en_60124,"Armor Trainee Package"
en_60125,"Archer Trainee Package"
en_60126,"Evil Trainee Package"
en_60127,"Holy Trainee Package"
en_60128,"Dual Blades Trainee Package"
en_60129,"Gauntlet Trainee Package"
en_60130,"Early Investment Pack (Lv.55)"
en_60131,"Early Investment Pack (Lv.57)"
en_60132,"Early Investment Pack (Lv.60)"
en_60133,"Lv.2 Blank Scroll of Magic"
en_60134,"Lv.3 Blank Scroll of Magic"
en_60135,"Lv.4 Blank Scroll of Magic"
en_60136,"Lv.5 Blank Scroll of Magic"
en_60137,"Lv.6 Blank Scroll of Magic"
en_60138,"Scroll of [Lesser Heal]"
en_60139,"Scroll of [Light]"
en_60140,"Scroll of [Magical Shield]"
en_60141,"Scroll of [Energy Bolt]"
en_60142,"Scroll of [Ice Dagger]"
en_60143,"Scroll of [Wind Shuriken]"
en_60144,"Scroll of [Holy Weapon]"
en_60145,"Scroll of [Cure Poison]"
en_60146,"Scroll of [Chill Touch]"
en_60147,"Scroll of [Curse： Poison]"
en_60148,"Scroll of [Enchant Weapon]"
en_60149,"Scroll of [Detection]"
en_60150,"Scroll of [Descrease Weight]"
en_60151,"Scroll of [Fire Arrow]"
en_60152,"Scroll of [Hell Fang]"
en_60153,"Scroll of [Lightning]"
en_60154,"Scroll of [Turn Undead]"
en_60155,"Scroll of [Heal]"
en_60156,"Scroll of [Curse： Blind]"
en_60157,"Scroll of [Blessed Armor]"
en_60158,"Scroll of [Frozen Cloud]"
en_60159,"Scroll of [Reveal Weakness]"
en_60160,"Scroll of [Fire Ball]"
en_60161,"Scroll of [Enhance DEX]"
en_60162,"Scroll of [Weapon Break]"
en_60163,"Scroll of [Vampire Touch]"
en_60164,"Scroll of [Slow]"
en_60165,"Scroll of [Earth Jail]"
en_60166,"Scroll of [Counter Magic]"
en_60167,"Scroll of [Meditation]"
en_60168,"Scroll of [Curse： Paralyze]"
en_60169,"Scroll of [Call Lightning]"
en_60170,"Scroll of [Greater Heal]"
en_60171,"Scroll of [Tame Monster]"
en_60172,"Scroll of [Remove Curse]"
en_60173,"Scroll of [Cone of Cold]"
en_60174,"Scroll of [Mana Drain]"
en_60175,"Scroll of [Curse： Darkness]"
en_60176,"Scroll of [Create Zombie]"
en_60177,"Scroll of [Enhance STR]"
en_60178,"Scroll of [Haste]"
en_60179,"Scroll of [Cancel Magic]"
en_60180,"Scroll of [Eruption]"
en_60181,"Scroll of [Sunburst]"
en_60182,"Scroll of [Weakness]"
en_60183,"Scroll of [Bless Weapon]"
en_60184,"贺年烟花"
en_60185,"红灯笼"
en_60186,"红灯笼"
en_60187,"红灯笼"
en_60188,"红灯笼"
en_60189,"红灯笼"
en_60190,"红灯笼"
en_60191,"红灯笼"
en_60192,"红灯笼"
en_60193,"红灯笼"
en_60194,"红灯笼"
en_60195,"吉祥结"
en_60196,"惊喜贺年福袋"
en_60197,"惊喜贺年福袋（倒计时）"
en_60198,"平安贺年福袋"
en_60199,"平安贺年福袋（倒计时）"
en_60200,"魔法书礼盒"
en_60201,"变形匕首礼盒"
en_60202,"强力防具强化卷轴"
en_60203,"强力武器强化卷轴"
en_60204,"500% EXP Cube"
en_60205,"Bag of 100k Gold Coins"
en_60206,"Unknown Loot"
en_60207,"普通魔法宝箱"
en_60208,"高级魔法宝箱"
en_60209,"Bag of 1k Gold Coins"
en_60210,"瑕疵的深红长矛"
en_60211,"瑕疵的毁灭巨剑"
en_60212,"不死鸟的羽毛"
en_60213,"勇者勋章"
en_60214,"杀戮通行证"
en_60215,"Common Minion Ball(Blessing)"
en_60216,"死神契约"
en_60217,"Novice's Long Sword"
en_60218,"Novice's Bow"
en_60219,"Novice's Staff"
en_60220,"Novice's Dual Blades"
en_60221,"Novice's Gauntlet"
en_60222,"Novice's Leather Armor"
en_60223,"Novice's Cape"
en_60224,"Novice's Plate Armor"
en_60225,"Novice's Spike Leather Armor"
en_60226,"Novice's Leather Cap"
en_60227,"Novice's Cloak"
en_60228,"Novice's Mantle"
en_60229,"Novice's Cloak of Stealth"
en_60230,"Novice's Shirt"
en_60231,"Novice's Leather Gloves"
en_60232,"Novice's Leather Boosts"
en_60233,"Novice's Round Shield"
en_60234,"Novice's Tower Shield"
en_60235,"TP Advanced Permit"
en_60236,"TP Basic Permit"
en_60237,"TP Daily Quest Permit (Quest)"
en_60238,"Lv.1 TP Point Note"
en_60239,"Lv.2 TP Point Note"
en_60240,"Lv.3 TP Point Note"
en_60241,"TP Advanced Daily Quest Permit (Quest)"
en_60242,"TP Magic Crystal"
en_60243,"Orianna's Emergency Message(Quest)"
en_60244,"Alchemist's Emergency Message(Quest)"
en_60245,"Xfeng's Emergency Message(Quest)"
en_60246,"Karguk's Emergency Message(Quest)"
en_60247,"Scout Info of Undead's Movement(Quest)"
en_60248,"Orianna [Teon Pass Manager]"
en_60249,"TP Lv.35 Rewards Pack"
en_60250,"TP Lv.45 Rewards Pack"
en_60251,"Wild Magic Epistles"
en_60252,"Arcane Magic Epistles"
en_60253,"TP Treasure Pack"
en_60254,"Vina [Advanced Teon Pass Manager]"
en_60255,"Scout Info of Undead's Invading(Quest)"
en_60256,"Villagers' Goods"
en_60257,"Maros Market's Goods"
en_60258,"Dwarf's Armors"
en_60259,"Dwarf's Weapons"
en_60260,"Lycanthrope's Pelt"
en_60261,"Werewolf's Pelt"
en_60262,"Friar's Cope"
en_60263,"Friar's Staff"
en_60264,"Stone Golem's Skin"
en_60265,"Stone Golem's Core"
en_60266,"Ungoliant's Thread"
en_60267,"Ungoliant's Fang"
en_60268,"Elder's Draft Note Bag"
en_60269,"Elder's Advanced Draft Note Bag"
en_60270,"Advanced TP Point Note"
en_60271,"圣灵武器强化卷轴"
en_60272,"Scout Info of MirrorForest (Quest)"
en_60273,"Token of MirrorForest's Monster (Quest)"
en_60274,"Token of Eva Castle's Monster (Quest)"
en_60275,"Information of MirrorForest's Monsters (Quest)"
en_60276,"Information of Eva Castle's 1/F Monsters (Quest)"
en_60277,"Information of Eva Castle's 2/F - 3/F Monsters (Quest)"
en_60278,"Token of Monster Leader (Quest)"
en_60279,"Lv.1 Scout Quest Delegator"
en_60280,"Lv.2 Scout Quest Delegator"
en_60281,"Lv.3 Scout Quest Delegator"
en_60282,"Adv. Scout Quest Delegator"
en_60283,"Lv.1 Scout Permit Vendor"
en_60284,"Lv.2 Scout Permit Vendor"
en_60285,"Lv.3 Scout Permit Vendor"
en_60286,"Adv. Scout Permit Vendor"
en_60287,"Lv.1 Scout Permit"
en_60288,"Lv.2 Scout Permit"
en_60289,"Lv.3 Scout Permit"
en_60290,"Adv. Scout Permit"
en_60291,"高级圣灵石"
en_60292,"Eva Guardian Badge"
en_60293,"Cerberus's Magic Crystal"
en_60294,"Proof of Adv. Trial"
en_60295,"圣武强化卷轴兑换卷"
en_60296,"圣武强化保护卷轴"
en_60297,"Nancy [Teon Pass Manager]"
en_60298,"Alina [Advanced Teon Pass Manager]"
en_60299,"Abel [Spellbook Rewrite]"
en_60300,"Ember [TP Point Exchange]"
en_60301,"Arvin [Redeem Crystal Rewards]"
en_60302,"Wong"
en_60303,"Lv.1 TP Daily Quest Permit"
en_60304,"Lv.1 TP Advanced Daily Quest Permit"
en_60305,"Muscular Tissue of Maros Region Monster"
