en_0,"Client: %s Resource: %u"
en_1426,"\f2Ex Magic Dmg: %+d\n"
en_1427,"%sMax Damage: %d%%\n"
en_1428,"%sDouble Damage: %d%%\n"
en_1429,"%sSTR: %+d\n"
en_1430,"%sCON: %+d\n"
en_1431,"%sINT: %+d\n"
en_1432,"%sWIS: %+d\n"
en_1433,"%sDEX: %+d\n"
en_1434,"%sCHA: %+d\n"
en_1435,"%sHP: %+d\n"
en_1436,"%sMP: %+d\n"
en_1437,"%sHP Regen: %+d\n"
en_1438,"%sMP Regen: %+d\n"
en_1439,"%sCure: %+d\n"
en_1440,"\f2Luck: %+d\n"
en_1441,"%sHp Drain: %+d\n"
en_1442,"%sMp Drain: %+d\n"
en_1443,"%sPoison Resist: %+d\n"
en_1444,"%sFreeze Resist: %+d\n"
en_1445,"%sStone Resist: %+d\n"
en_1446,"%sStun Resist: %+d\n"
en_1447,"%sBlind Resist: %+d\n"
en_1448,"%sSilence Resist: %+d\n"
en_1449,"%sFire Resist: %+d\n"
en_1450,"%sWater Resist: %+d\n"
en_1451,"%sWind Resist: %+d\n"
en_1452,"%sEarth Resist: %+d\n"
en_1453,"\fWBlessed\n"
en_1454,"\f3Cursed\n"
en_1455,"\f2Can't be Damaged\n"
en_1456,"\f2Element Level: %d\n"
en_1457,"\f2Element Fusible Weapon Level: %u-%u\n"
en_1458,"\f2Used In: %s\n"
en_1459,"\f2(%d, %d)\n"
en_1460,"\f2Expired Date: %s\n"
en_1461,"\f3Can't Mutate as [Target Equipment]\n"
en_1462,"\f3Damaged: %d\n"
en_1463,"\f3Can't be Trade\n"
en_1464,"\f3Can't be Discarded\n"
en_1465,"\f3Can't be Enchanted\n"
en_1466,"\fW[%s]\n"
en_1467,"%s------ Normal Enchant ------\n"
en_1468,"%sArmor Class: %d\n"
en_1469,"\f4--------- Element Enchant ---------\n"
en_1470,"\f4Level: %s%+d\n"
en_1471,"\f4Elemental Damage: %+d\n"
en_1472,"\f4Feature: nonactivate\n"
en_1473,"\f4Apocalyptic Energy: \f3%u\f4/1000\n"
en_1474,"\f4Apocalyptic Energy: %u/1000\n"
en_1475,"\f4Fire"
en_1476,"\f4Water"
en_1477,"\f4Wind"
en_1478,"\f4Earth"
en_1479,"\f2"
en_1480,"\f="
en_1481,"\f9Combat"
en_1482,"\fQCombat"
en_1483,"%s--------- Enchant ---------\n"
en_1484,"\f4--------- Element Enchant ---------\n"
en_1485,"Day %d Rewards"
en_1486,"Expired"
en_1487,"Expired time of Collection: %s (Server Time)"
en_1488,"Character can not delete as Lord of City and during the Siege battle"
en_1489,"All towns \nMainland Edin"
en_1490,"Premium Badge"
en_1491,"Premium Badge: %d times/%d days"
en_1492,"%d times"
en_1493,"Activate"
en_1494,"Are you sure to consume \fW%u\f>XXX\n to increase \fW%d\f>days \fWPremium？"
en_1495,"Confirm"
en_1496,"Your \fR[Premium Member]\f> will be expired after \fR%d\f> minutes, please activate in time."
en_1497,"Your \fR[Premium Member]\f> will be expired soon, please activate in time."
en_1498,"Cancel|Activate"
en_1499,"Adventurers of Teon can subscribe to the service of the Premium Member through the Mall Interface(Crown Icon). \nAfter the activation is successful, and adventurers can enjoy the exclusive benefits of the Premium Member in the game during the active time. \nNotice for subscribing: \n1, after the subscribe of the Premium Member, the characters under the same account can enjoy exclusive benefits;\n2, the subscribe/refill of Premium Member: \fW how many Teon Coin\f>/month;\n3, the duration of Premium Member: \fW30\f>days;\n4, the days of Premium Member can be subscribed for multiple periods or refill within the validity period, the effective time will accumulate;\ n5. The exclusive benefits of Premium Member will be available after subscribe and will expire at the same time when Premium Member expires. \n6. For more details of the exclusive benefits of the Premium Member, please refer to [Service Details]."
en_1500,"After purchasing the Premium Member, the unique benefits you obtained are listed as follow: \n\n1. One-click switching equipment\n-After the Premium Member is activated and in effect, the adventurer can set the second set of equipment through the menu-character-equipment and use the [Ⅰ][Ⅱ] button in the circle in the upper left corner of the equipment to perform a one-key switch of the first/second set of equipment;\n-The equipment switching button can be dragged to the shortcut key bar for use. \n\n2.Exclusive daily login reward\n-After the Premium Member is activated and in effect, adventurers will receive an exclusive daily login reward, which can be collected through the [Welfare] button to enter the welfare interface; \n-exclusive daily reward can be received every day Once, the rewards that have not been collected on the day will expire and cannot be collected the next day, and cannot be replaced;\n-Exclusive daily rewards can only be received before 24 o’clock on the last day of of the medal service, the last day of the service period of the medal After the24 o’clock and after the service of the Premium Member is no longer available for collection. \n\n3. Open Exchange function\n-After the Premium Member is activated once, the Exchange function will be open forever. \n\n4.Automatic price sorting in Exchange\n-After the Premium Member is activated and in effect, when the adventurer purchases items through the Exchange, the item list will be automatically sorted from lowest to highest unit price. \n\n5.The daily times of experience repurchase doubles\n-After the Premium Member is activated and in effect, when adventurers use the experience repurchase function, the daily use frequency will be 20 times per day for premium member. \n\n6.Half experience repurchase consumption\n-After the Premium Member is activated and in effect, when the adventurer uses the experience repurchase function during the service of the Premium Member, the number of holy cubes consumed by each time will be halved (after reduction) (If the required quantity is less than one holy cube, it is calculated as one holy cube). \n\n7. The half cooling time between chat speeches\n-After the Premium Member is activated and in effect, the cooling time for the adventurer to speak on each channel will be halved. \n\n8, Free to use World and Shout Channel text colour and speaking\n-After the Premium Member is activated and in effect, adventurers can speak in the colour text on the [World] channel and [Shout] channel for free. \n\n9.The maximum records of map bookmark are increased to 100\n-After the Premium Member is activated and in effect, adventurers can use a total of 70 map bookmark locations in the map bookmark bar No. 3-10. \n-After the Premium Member service expires, the bookmark locations numbered 3-10 will be frozen, and you can resume using it after activated the Premium Member again. \n\n10, Premium members can get two pieces of accelerated magic from the novice assistant to level 50 (excluding level 50).  \n\nMost of the exclusive benefits above will be expired with the expired of Premium Member, please pay attention."
en_1501,"Service Details"
en_1502,"It consumes you Gold to use colorful dialogue in [World Channel]\f=[Free to Premium Users]\f>"
en_1503,"Network error, please check you network connection."
en_1504,"This reward is Premium [Exclusive], please activate Premium if you want to collect this reward."
en_1505,"Collected"
en_1506,"To be collected"
en_1507,"Undead"
en_1508,"Demon"
en_1509,"Undead can't heal"
en_1510,"Werewolf"
en_1511,"Eldar"
en_1512,"Aqua"
en_1513,"Curse"
en_1514,"Character"
en_1515,"Dragon"
en_1516,"Architecture"
en_1517,"%sAvoid: %+d\n"
en_1518,"%sWt Reduce: %+d\n"
en_1519,"%sDmg Reduce: %+d\n"
en_1520,"%sMagic Reduce: %+d\n"
en_1521,"%sMelee Dmg: %+d\n"
en_1522,"%sMelee Hit: %+d\n"
en_1523,"*Good on market is irreversible. Please double-check the price."
en_1524," "
en_1525,"Welfare Collect Rules"
en_1526,"First. \fWNovice Benefits\f>: \n1, Reward Object: New Character\n2, Collect Rules: \n- The day when the character is established is the first day, and there are corresponding novice benefits available every day until the 7th day. \n- When the benefits can be collected, click the [Collect] button to receive all the rewards of the day. Please make sure that there is enough space in the backpack when collecting. \n- The rewards of the day can only be collected on the same day. The rewards that have not been collected on the day will expire after 23: 59 on the same day. \n\nSecond. \fWReturn welfare\f>: \n1, Reward Object: Return character which is higher than or equal to Lv 40\n2, receiving rules: \n- Characters who are is more than or equal to 30 days from the last log-in and is higher than or equal to level 40. The first log-in behaviour will activate the return benefits. \n- The day when the return benefits are activated is the first day, and there are corresponding return benefits available every day up to the 7th day. \n- When the benefits can be collected, click the [Collect] button to receive all the rewards of the day. Please make sure that there is enough space in the backpack when collecting. \n- The rewards of the day can only be collected on the same day. The rewards that have not been received on the day will expire after 23: 59 on the same day. \n\nThird. \fWExclusive benefits of the Premium Member\f>: \n1, Rewards: all the characters under the account of the Premium Member service have been activated and are effect\n2, the rules for collect: \n- the account has been activated Premium Member service, and during the active service period, all characters under this account can enjoy the exclusive benefits of the Premium Member. \n- The exclusive benefits of the Premium Member have corresponding benefits available every day. \n- The period of each Premium Member is 30 days, and a new period will be automatically triggered after the end of each period during the active service period. \n- When the benefits can be collected, click the [Collect] button to receive all the rewards of the day. Please make sure that there is enough space in the backpack when collecting. \n- The rewards of the day can only be collected on the same day. The rewards that have not been received on the day will expire after 23: 59 on the same day. \n- Daily rewards can only be collected before 24 o’clock on the last day of the Premium Member. It can not be collected after 24 o’clock on the last day of the service period and after the Premium service expires. \n- After the expiration of the Premium Member, and the exclusive benefits are still in the first-term benefit period, restart the Premium Member will continue the original welfare status. \n- Restart the Premium Member after the expiry of the Premium Member expires and the exclusive benefits have expired and disappeared, which will directly trigger a new period of welfare. \n\nFourth, \fW welfare icons\f>When there is no reward to be collected, it will no longer be displayed on the interface."
en_1527,"Orc"
en_1528,"%sDamage to %s: +%u\n"
en_1529,"%sRace damage: +%d\n"
en_1530,"Emoji%u"
en_1531,"Premium"
en_1532,"Please select the bookmark you want to delete!"
en_1533,"Unable"
en_1534,"Cancel Guide"
en_1535,"Start Guide"
en_1536,"Task guide"
en_1537,"抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。"
en_1538,"批准文号：国新出审[2019] 1541号 出版物号：ISBN 978-7-498-06514-8"
en_1539,"Refill"
en_1540,"Blessing Chance: %d%%"
en_1541,"Equipment Workshop"
en_1542,"Material"
en_1543,"Craft"
en_1544,"Material"
en_1545,"Result"
en_1546,"Reforge"
en_1547,"\f3Currently switch to the Ⅰ suit"
en_1548,"\f3Currently switch to the Ⅱ suit"
en_1549,"\f3Currently switch to the Ⅲ suit"
en_1550,"Cancel|Activate"
en_1551,"\fD Your atttack to \f=%s \fD trig \f=%s \fD, thus you suffered \f=%d rebound damage."
en_1552,"\f=%s \fD attact you and it trig \f=%s \fD, thus he suffered \f=%d rebound damage."
en_1553,"[Inactivated]"
en_1554,"Reply of CS"
en_1555,"Solved"
en_1556,"Consult"
en_1557,"魔法书合成"
en_1558,"Spell Book"
en_1559,"Class Spell Book"
en_1560,"Amulet of Heroism"
en_1561,"Upgrade"
en_1562,"Customer Service"
en_1563,"Describe:"
en_1564,"Describe the time when the problem occurred, operation, trouble or expected solution, etc."
en_1565,"Explanation of Recommendation\nAdvantages: Top melee damage and Hp growing \nDisadvantages: Low magic and lack of Dexterity \n\nTraining direction\n1.Extreme Damage\nSelected weapon and armour with high physical damage or strength, the attribute points after Lv 50 should be allocated to strength. This direction requires high consume. It needs to keep using recovery potion and second-stage acceleration. You can choose to team up with supply-oriented characters. \n2.Wisdom tank\nSelected weapon with high physical damage and armour with high defence. The attribute points after Lv 50 should be allocated to wisdom first and the rest all strength, to ensure wisdom reach 23 points. It can cooperate with Helm of Magic: Healing and Magic Recovery Potion for long viability."
en_1566,"Explanation of Recommendation 1\nAdvantages: Top ranged damage and high dexterity\nDisadvantages: Low Hp\n\nTraining Direction\n1.Range physical damage\nLearn wind element magic: The core is to increase ranged damage, and Storm Walk is the only life-saving skill\nSelected weapon and armour with physical damage or dexterity. The attribute points after Lv 50 should be allocated to dexterity, to ensure reducing mana of triple arrows. \n2.Viability type1\nLearn earth element magic: The core is to increase physical defence. Thorns is the only antagonistic spell, it can remove the acceleration effect of target and banned it for the duration. \nSelected a weapon with physical damage and armour with high defence. The attribute points after Lv 50 should be allocated to WIS firstly and dexterity after that. Wisdom points should reach 20. Besides, using Clear Mind and Magic Recovery Potion aims to maintain dodge. \n3.Viability type2\nLearn water element magic: The core is to heal your team and decrease enemy. You can use Water Life to enhance healing and use Pollute Water to contain target incurable. \nSelected weapon with physical damage and armour with high defence. The attribute points after Lv 50 should be allocated to WIS firstly and dexterity after that. Wisdom points should reach 20. Besides, using Clear Mind and Magic Recovery Potion aims to maintain dodge. acceleration effect of target and banned it for the duration. \nSelected a weapon with physical damage and armour with high defence. The attribute points after Lv 50 should be allocated to WIS firstly and dexterity after that. Wisdom points should reach 20. Besides, using Clear Mind and Magic Recovery Potion aims to maintain dodge. \n3.Viability type2\nLearn water element magic: The core is to heal your team and decrease enemy. You can use Water Life to enhance healing and use Pollute Water to contain target incurable. \nSelected weapon with physical damage and armour with high defence. The attribute points after Lv 50 should be allocated to WIS firstly and dexterity after that. Wisdom points should reach 20. Besides, using Clear Mind and Magic Recovery Potion aims to maintain dodge."
