cn_0,"客户端版本:%s 资源版本:%u"
cn_2539,"你将分解下列魔法娃娃，并获得%u瓶药水\n请问是否确认分解？\n%s"
cn_2540,"分解确认"
cn_2541,"确认分解"
cn_2542,"取消分解"
cn_2543,"保留当前等阶: %u%% 升到下一阶: %u%%"
cn_2544,"当前魔法娃娃还不能合成"
cn_2545,"找不到可以合成的魔法娃娃"
cn_2546,"一键添加"
cn_2547,"确认合成"
cn_2548,"丢弃"
cn_2549,"保留"
cn_2550,"洗炼"
cn_2551,"提升资质"
cn_2552,"当前"
cn_2553,"变化"
cn_2554,"全部"
cn_2555,"I"
cn_2556,"II"
cn_2557,"III"
cn_2558,"IV"
cn_2559,"V"
cn_2560,"背包数量"
cn_2561,"全部"
cn_2562,"合成"
cn_2563,"洗炼"
cn_2564,"魔法娃娃"
cn_2565,"娃娃"
cn_2566,"还未解锁"
cn_2567,"合成素材里包含有资质娃娃，确定合成？"
cn_2568,"确定"
cn_2569,"取消"
cn_2570,"未开放"
cn_2571,"道具兑换"
cn_2572,"挨利亚工坊"
cn_2573,"誊写"
cn_2574,"胫甲材料合成"
cn_2575,"兑换"
cn_2576,"胫甲制作"
cn_2577,"你暂时没有拥有娃娃，可寻找NPC伊蒂丝[魔法娃娃]获取。"
cn_2578,"阵营战中，不能互动"
cn_2579,"延时宝箱"
cn_2580,"宝藏"
cn_2581,"This is a Random Treasure Box (RTB) type of item. When you use this item in your inventory, you will randomly obtain one of the items listed below. The percentage shown at the bottom means the chance of this item will appear when you open a RTB."
cn_2582,"Guaranteed"
cn_2583,"\f3该孔只能镶嵌特殊魂石"
cn_2584,"\f22.12 魂石系统"
cn_2585,"　取消　|　重试登入　"
cn_2586,"限时优惠"
cn_2587,"折扣礼包"
cn_2588,"商城道具"
cn_2589,"天选会员"
cn_2590,"T Coin充值"
cn_2591,"%d 秒后退出游戏，可以点击取消按钮取消退出操作"
cn_2592,"取消"
cn_2593,"登出"
cn_2594,"魔法卷轴"
cn_2595,"锁定"
cn_2596,"切换魔法娃娃锁定状态"
cn_2597,"请选择要分解的娃娃"
cn_2598,"不能选择锁定状态的魔法娃娃"
cn_2599,"锁定状态的魔法娃娃不能洗炼"
cn_2600,"Max Level"
cn_2601,"任务"
cn_2602,"挑战令·白"
cn_2603,"挑战令·绿"
cn_2604,"挑战令·蓝"
cn_2605,"誓约印章"
cn_2606,"随从"
cn_2607,"组队"
cn_2608,"随从名片"
cn_2609,"\f22.19 魔法娃娃系統"
cn_2610,"四階魔力球"
cn_2611,"五階魔力球"
cn_2612,"魔力球碎片"
cn_2613,"Time left"
cn_2614,"Price:"
cn_2615,"Trophy"
cn_2616,"Collect"
cn_2617,"Give Up"
cn_2618,"(if you confirm to redeem this item, it can't be give up)"
cn_2619,"(if you confirm to give up this item, it can't be recover)"
cn_2620,"You have nothing to redeem.\nCheck out the [?] icon on the top right to know\nmore about Redeem and Trophies."
cn_2621,"You have no trophy now.\nCheck out the [?] icon on the top right to know\nmore about Redeem and Trophies."
cn_2622,"Rules about Redeem"
cn_2623,"Rules about Trophy"
cn_2624,"赎回系统规则_内容"
cn_2625,"战利品系统规则_内容"
cn_2626,"\f2锁定的材料不能用于%s"
cn_2627,"Are you sure to use %u TC to purchase for %s?"
cn_2628,"泡点"
cn_2629,"Activate Premium"
cn_2630,"Teon Coin: %u"
cn_2631,"Are you sure to activate premium for Teon Coin: %u?"
cn_2632,"Are you sure to activate premium for %s?"
cn_2633,"You are now not Premium Member. You are not allow to put more than %u items at the same time. Do you want to activate Premium and continue selling?"
cn_2634,"Tolls: %.1f%%"
cn_2635,"分解后可获得%u瓶药水"
cn_2636,"发送位置"
cn_2637,"Tolls:"
cn_2638,"Gains:"
cn_2639,"雇佣后奖励安排"
cn_2640,"当攻城战成功占领时，系统会根据当前页面所设定的税率，派发给参战的玩家。"
cn_2641,"输入分配税率"
cn_2642,"输入佣兵个人奖金"
cn_2643,"输入每个佣兵个人奖金，最低金额为%u"
cn_2644,"金币"
cn_2645,"最低金额为%u"
cn_2646,"Teon Coin"
cn_2647,"佣兵数量要求"
cn_2648,"佣兵等级要求"
cn_2649,"输入需要招募的数量，上限为%u"
cn_2650,"输入最低等级要求，最低下限为%u"
cn_2651,"招募"
cn_2652,"完成"
cn_2653,"已加入的雇佣兵列表"
cn_2654,"累积伤害 %u"
cn_2655,"承受伤害 %u"
cn_2656,"击杀数量 %u"
cn_2657,"不招募选择的佣兵"
cn_2658,"总奖金"
cn_2659,"要求等级"
cn_2660,"加入"
cn_2661,"招募中的血盟"
cn_2662,"已加入的血盟"
cn_2663,"不再征用"
cn_2664,"代号"
cn_2665,"最近战绩"
cn_2666,"预计奖励"
cn_2667,"退回奖金:"
cn_2668,"领取"
cn_2669,"雇佣兵结算"
cn_2670,"日期"
cn_2671,"战况"
cn_2672,"奖金分配"
cn_2673,"全部领取"
cn_2674,"奖金领取"
cn_2675,"%m月%d日"
cn_2676,"Allocation Suggest"
cn_2677,"\f23.1 Elf"
cn_2678,"\f23.2 Knight"
cn_2679,"\f23.3 Royal"
cn_2680,"\f23.4 Mage"
cn_2681,"\f23.5 Dark Elf"
cn_2682,"Ransom & Loot"
cn_2683,"\f=只能对强化等级%d以下的防具使用"
cn_2684,"\f3装备隐身斗篷和隐身状态下不可接受传送"
cn_2685,"This item is already overtime. You can't give it up or collect it any more."
cn_2686,"This item isn't ready. You can give it up or collect it until the redemption time is over."
cn_2687,"您的时间点数将超过上限 %d 点，无法购买。"
cn_2688,"时间点数计算规则"
cn_2689,"1、游戏区域分为付费区域与免费区域；\n2、进入付费区域之后开始消耗时间点数；\n3、在付费区域每1分钟消耗1点时间点数；\n4、角色离线或者进入免费区域，则停止消耗时间点数；\n5、相同服务器下，同一账号内所有角色共享时间点数；如想在多个服 务器进行游戏，需在各个服务器购买独立的时间点数；\n6、如果玩家在两个准备合服的服务器里都有剩余的时间点数，则两个 服务器剩余的时间点数会在合服之后累加。"
cn_2690,"蒂安币使用范围和规则"
cn_2691,"1、蒂安币用于游戏中的部分增值服务，例如发送滚动条广播、修改角色名称、购买变身皮肤、和重置属性点等；\n2、已购买的蒂安币在同一账号和服务器内的所有角色均可使用；\n3、角色转移时，蒂安币不会随角色转移；\n4、蒂安币不可用于交易、购买游戏内道具、装备等物品或用于兑换时间点数；\n5、购买前请确认清楚增值服务所需要的蒂安币数量；\n6、最终解释权归官方所有。"
cn_2692,"你即将花费 %s 购买 \f=%d \f[点时间点数。\n\n首次充值额外获赠 \f=%d \f[点时间点数。\n\n\f=首充双倍点数只限第一笔充值，首充额度越大，优惠力度越大！\n\n\f[时间点数计费方式为每分钟消耗\f=1\f[点。\n详细计费方式请点击充值服务-时间点数页面的(?)按键查看。"
cn_2693,"你即将花费 %s 购买 \f=%d \f[点时间点数。\n\n本次购买可获赠 \f=%d \f[点时间点数。 \n\n时间点数计费方式为每分钟消耗\f=1\f[点。\n详细计费方式请点击充值服务-时间点数页面的(?)按键查看。"
cn_2694,"取消"
cn_2695,"购买"
cn_2696,"购买时间点数"
cn_2697,"首充"
cn_2698,"双倍"
cn_2699,"点数"
cn_2700,"额外送："
cn_2701,"点"
cn_2702,"剩余时间点数：%d"
cn_2703,"时间点数"
cn_2704,"购买蒂安币"
cn_2705,"你即将花费 %s 购买"
cn_2706,"\f=购买前请确认清楚增值服务所需要的蒂安币数量；\n\f[蒂安币用于游戏中的部分增值服务，例如发送滚动条广播、修改角色 名称、购买变身皮肤、和重置属性点等；\n详细计费方式请点击充值服务-购买蒂安币页面的(?)按键查看。"
cn_2707,"您的蒂安币数量将超过上限 %d 个，无法购买。"
cn_2708,"你还有 誓约书 订单没有完成，请先到对应的服务器完成订单"
cn_2709,"你还有 点卡服 订单没有完成，请先到对应的服务器完成订单"
cn_2710,"您已成功购买 \f=%d蒂安币\f[ 。请前往【邮件】->【公告】，在邮件内 点击领取按钮提取您的蒂安币。如遇网络延迟等原因造成邮件收取滞后，请稍后再试或联系客服。"
cn_2711,"购买成功"
cn_2712,"前往邮件"
cn_2713,"充值服务"
cn_2714,"你还有 蒂安币 订单没有完成，请先到对应的服务器完成订单"
cn_2715,"注意"
cn_2716,"\f=请检查您的装备是否有元素强化或镶嵌了符石，继续操作不会返回元素或符石，确定吗？"
cn_2717,"传送铃铛"
cn_2718,"保护卷轴"
cn_2719,"\f=只能对强化等级%d以下的武器使用"
cn_2720,"你即将按照佣兵数%u人次，总奖金%u金币发起佣兵招募，是否执行？"
cn_2721,"你即将按照佣兵数%u人次，总奖金%u金币和%u代币发起佣兵招募，是否执行？"
cn_2722,"金币"
cn_2723,"跳过"
cn_2724,"冰霜變形結晶"
cn_2725,"魔法卷軸"
cn_2726,"一級"
cn_2727,"二級"
cn_2728,"三級"
cn_2729,"四級"
cn_2730,"五級"
cn_2731,"六級"
cn_2732,"祝福屈原靴"
cn_2733,"摊位"
cn_2734,"我的摊位"
cn_2735,"摊位名称："
cn_2736,"下架"
cn_2737,"已上架"
cn_2738,"已出售(%d)"
cn_2739,"收摊"
cn_2740,"摊位记录"
cn_2741,"请于左边选择有关交易内容"
cn_2742,"您的商品%s（%d）已出售，总价(%d)"
cn_2743,"上架"
cn_2744,"已达栏位上限%d"
cn_2745,"售空"
cn_2746,"职业尚未开放"
cn_2747,"此服务器尚未开服此职业角色，请留意后续版本更新"
cn_2748,"\f2%u\f>秒后退出无限大战"
cn_2749,"无限大战还未开始"
cn_2750,"开战时间"
cn_2751,"勇者勋章数量"
cn_2752,"勇者勋章排行榜"
cn_2753,"%s触发概率:%+d%%\n"
cn_2754,"%s特效伤害:%+d\n"
cn_2755,"总价超过上限，物品无法上架。"
cn_2756,"\f=%s \fD的攻击没有命中你"
cn_2757,"\fD你的攻击没有命中 \f=%s"
cn_2758,"\f>条件:转生%d次后可使用\n"
cn_2759,"\f22.5 Element Enchant"
cn_2760,"该摊位商品已售空"
cn_2761,"好友准许"
cn_2762,"好友数量：%d/%d"
cn_2763,"黑名单数量：%d/%d"
cn_2764,"====力王推荐配点====\n\n\fW19点初始力量\f>\n额外近战伤害+2\n额外近战命中+2\n额外负重能力+1\n\n\fW11点初始智力\f>\n额外魔耗减免+1\n\n\fW12点初始精神\f>\n额外魔法防御+1\n魔复药水效果+1\n\n配点点评：在获取最大物攻和近战命中加成的同时，还有配有魔耗减免以及增加魔复药水的效果。适合单练并且追求续航能力的王族玩家。升级时建议搭配魔法头盔:治愈。"
cn_2765,"====精智王推荐配点====\n\n\fW13点初始智力\f>\n魔法命中+1\n额外魔耗减免+2\n\n\fW16点初始精神\f>\n额外魔力回复量+2\n额外魔力成长+1\n额外魔法防御+2\n魔复药水效果+5\n\n配点点评：纯辅助型王族配点。后期配点主要增加智力，搭配魔法头盔:治愈以及王族职业魔法神圣牺牲，可以成为核心治疗角色。"
cn_2766,"====体王推荐配点====\n\n\fW18点初始体质\f>\n体力回复量+4\n额外体力成长+3\n负重能力+1\n\n配点点评：血盟盟主配点方式。为了在攻城战中保有最大的存活可能性，将一切奉献在体力成长上。但是这个配点在练级过程当中效率会非常低下。不建议新手玩家选择。"
cn_2767,"====力骑推荐配点====\n\n\fW20点初始力量\f>\n额外近战伤害+4\n额外近战命中+4\n\n配点点评：主流攻击型骑士配点方式，非常出色的近战伤害。唯一缺点就是续航能力相对较差。"
cn_2768,"====体骑推荐配点====\n\n\fW18点初始体质\f>\n体力回复量+4\n额外体力成长+3\n负重能力+1\n\n配点点评：全游戏中血量最高的职业配点方式。在骑士这一职业本身的近战攻击能力就不会太差的前提下，这个配点方式可以最大限度靠体力回复来节省药水的开支。"
cn_2769,"====智骑推荐配点====\n\n\fW12点初始智力\f>\n额外魔耗减免+2\n魔法命中+2\n\n配点点评：最大限度发挥【魔法头盔：治愈】的效果，并且【魔法命中】能增加4%【冲击之晕】的成功几率。"
cn_2770,"\fK抵抗睡眠"
cn_2771,"剩余时间点数：%d"
cn_2772,"热卖"
cn_2773,"超值"
cn_2774,"是否购买下列商品？"
cn_2775,"是否开通下列权限？"
cn_2776,"商品:"
cn_2777,"权限:"
cn_2778,"赠送:"
cn_2779,"消耗:"
cn_2780,"您已开通次权限"
cn_2781,"开通"
cn_2782,"使用权"
cn_2783,"使用权已到期"
cn_2784,"開啟窗口後的提示信息"
cn_2785,"前搖倒數窗口的信息"
cn_2786,"後搖倒數窗口的信息"
cn_2787,"====远攻推荐配点====\n\n\fW18点初始敏捷\f>\n额外远程伤害+3\n额外远程命中+3\n额外防御-2\n\n\fW13点初始体质\f>\n额外体力成长+1\n\n配点点评：选择弓作为武器的精灵的推荐加点方式。拥有最高的远程命中和伤害，并且通过防御加成和体力成长加成增加生存能力。"
cn_2788,"====近战推荐配点====\n\n\fW16点初始力量\f>\n额外近战伤害+2\n额外近战命中+2\n负重能力+2\n\n\fW14点初始智力\f>\n魔法命中+1\n魔法暴击率+2\n\n配点点评：以近战输出为主、魔法伤害为辅的魔法战士加点方式。16点初始力量已经足够取得精灵在初始力量中的所有额外收益，而额外负重能力可以让近战精灵携带更多的补给品。"
cn_2789,"====魔法近战推荐配点====\n\n\fW14点初始力量\f>\n额外近战伤害+2\n额外近战命中+2\n\n\fW16点初始智力\f>\n魔法命中+2\n魔法暴击率+4\n\n配点点评：推荐方案2的一种变异模式。虽然近战伤害相比没有太大变化，但是在降低负重能力的代价下，提高了一至六阶魔法的命中几率和暴击几率。更偏向于以魔法为主、近战为辅的辅助型配点。不推荐新手使用。"
cn_2790,"====纯近战推荐配点====\n\n\fW16点初始力量\f>\n额外近战伤害+2\n额外近战命中+2\n负重能力+2\n\n\fW14点初始体质\f>\n体力回复+1\n额外体力成长+1\n\n配点点评：纯近战式配点，增加了体力量和体力回复量。推荐方案2的一种变异模式。"
cn_2791,"====精智法推荐配点====\n\n\fW12点初始力量\f>\n额外近战伤害+2\n额外近战命中+1\n负重能力+1\n\n\fW18点初始智力\f>\n额外魔法伤害+1\n魔法命中+1\n魔法暴击率+8\n\n\fW18点初始精神\f>\n魔力回复量+3\n额外魔力成长+2\n魔法防御+1\n\n配点点评：标准精、智法师配点，还可配合近战攻击。推荐新手玩家使用。"
cn_2792,"====力法推荐配点====\n\n\fW13点初始力量\f>\n额外近战伤害+2\n额外近战命中+2\n负重能力+1\n\n\fW16点初始体质\f>\n额外体力成长+2\n负重能力+2\n\n\fW18点初始智力\f>\n额外魔法伤害+1\n魔法命中+1\n魔法暴击率+8\n\n\fW13点初始精神\f>\n额外魔力成长+1\n\n配点点评：加大了生存能力和近战能力的力量型法师，能够同时使用近战和魔法打出伤害。"
cn_2793,"====召唤法推荐配点====\n\n\fW13点初始力量\f>\n额外近战伤害+2\n额外近战命中+2\n负重能力+1\n\n\fW18点初始智力\f>\n额外魔法伤害+1\n魔法命中+1\n魔法暴击率+8\n\n\fW13点初始精神\f>\n额外魔力成长+1\n\n\fW12点初始毅力\f>\n没有额外加成，但法师职业可以带3个随从\n\n配点点评：召唤法师的初始配点模式。在确保早期能够顺利升级的同时，在使用迷魅、瘴怪或召唤术时，最高可以同时带3个随从。"
cn_2794,"cn3配点规则（占位符）"
cn_2795,"%s抵抗睡眠: %+d\n"
cn_2796,"转生"
cn_2797,"没有足够材料兑换"
cn_2798,"兑换积分"
cn_2799,"兑换"
cn_2800,"=%u 积分"
cn_2801,"积分界面上面描述内容"
cn_2802,"普通奖励"
cn_2803,"高级奖励"
cn_2804,"启用"
cn_2805,"消耗%s开启高级奖励"
cn_2806,"Play"
cn_2807,"广告内容描述"
cn_2808,"[%d]号书签组"
cn_2809,"需开通高级奖池"
cn_2810,"\f3魔法 冷却中"
cn_2811,"Advertising"
cn_2812,"职位贡献经验率没有改变，请先调整！"
cn_2813,"职位贡献经验率每天只能调整%d次；每天上午10:00点刷新次数"
cn_2814,"输入贡献百分比"
cn_2815,"职位贡献经验率已调整，确定要保留设置吗？\n职位贡献经验率每天只能调整%d次；每天上午10:00点刷新次数。"
cn_2816,"调整职位贡献率"
cn_2817,"杀怪所获得的经验值会按照设定%贡献给血盟经验值"
cn_2818,"调整职位贡献率"
cn_2819,"贡献比例设置范围为0~%d%%"
cn_2820,"调整"
cn_2821,"%d万"
cn_2822,"在线人数：%d/%d"
cn_2823,"血盟职位：%s"
cn_2824,"职位贡献经验率：%d%%"
cn_2825,"累计贡献经验值：%d"
cn_2826,"你的血盟现在可以升级了。\n是否确定花费以下资源提升血盟等级："
cn_2827,"你的血盟尚未积累到足够提升等级的经验值。\n除了血盟经验值，你还需准备以下资源用以提升血盟等级："
cn_2828,"血盟升级"
cn_2829,"新血盟规则"
cn_2830,"保密"
cn_2831,"升级"
cn_2832,"血盟等级："
cn_2833,"升级经验："
cn_2834,"调整贡献"
cn_2835,"最多保留%d 条信息；时间以服务器时间为准"
cn_2836,"血盟动态"
cn_2837,"职位"
cn_2838,"职业"
cn_2839,"等级"
cn_2840,"经验贡献"
cn_2841,"积分物品"
cn_2842,"盟主或副盟职位才能调整职位贡献经验率"
cn_2843,"\f22.14 灵魂转生"
cn_2844,"Reset"
cn_2845,"Remaining"
cn_2846,"开启第二套装备"
cn_2847,"30天聊天字体颜色"
cn_2848,"30天表情组%u"
cn_2849,"开启第%u套书签"
cn_2850,"%s随从物攻:%+d\n"
cn_2851,"%s随从命中:%+d\n"
cn_2852,"%s随从魔攻:%+d\n"
cn_2853,"%s随从防御:%+d\n"
cn_2854,"%s随从魔防:%+d\n"
cn_2855,"%s随从血量:%+d\n"
cn_2856,"%s随从物伤减免:%+d\n"
cn_2857,"%s随从魔伤减免:%+d\n"
cn_2858,"赎回经验"
cn_2859,"城镇复活"
cn_2860,"是否消耗%u金币赎回经验?"
cn_2861,"是否洗礼：否"
cn_2862,"是否洗礼：是"
cn_2863,"转生次数：%d"
cn_2864,"等级：%d"
cn_2865,"毅力：%d"
cn_2866,"体量：%d"
cn_2867,"未满足召唤条件，召唤失败"
cn_2868,"召唤目录"
cn_2869,"当前体量/最大体量：%d/%d"
cn_2870,"当前毅力：%d"
cn_2871,"一键释放"
cn_2872,"召唤"
cn_2873,"请选择想要召唤的随从"
cn_2874,"%s未知属性:%+d\n"
cn_2875,"总奖励时长: %d"
cn_2876,"战友列表 （%d/%d)"
cn_2877,"战友礼包"
cn_2878,"账号累积充值%d元可領取%d时间点"
cn_2879,"共享奖励"
cn_2880,"解除绑定"
cn_2881,"输入推荐码"
cn_2882,"条件不足"
cn_2883,"\f=------召唤条件------"
cn_2884,"定点复活"
cn_2885,"卖家已收摊"
cn_2886,"你已收摊"
cn_2887,"没有可上架的物品"
